"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Morton",-231.31,"ROLLA SE",1999-01-06,370136101360401,129,35,c(-101.600938, 37.025356),"1999","287-216",-101.600938,37.025356,248.9849548,"198-262"
"2","Seward",-142.47,"Liberal",1999-01-06,370023100550801,175,35,c(-100.917644, 37.005856),"1999","143-72",-100.917644,37.005856,479.9810486,"459-525"
"3","Morton",-97.04,"ELKHART NORTH",1999-01-06,370217101593801,129,35,c(-101.994048, 37.035692),"1999","143-72",-101.994048,37.035692,66.13626862,"66-131"
"4","Stevens",-192.03,"HUGOTON SW",1999-01-06,370246101261701,189,34,c(-101.438238, 37.046497),"1999","215-144",-101.438238,37.046497,332.7061157,"328-393"
"5","Stevens",-191.44,"HUGOTON SW",1999-01-21,370246101261701,189,34,c(-101.438238, 37.046497),"1999","215-144",-101.438238,37.046497,332.7061157,"328-393"
"6","Pratt",-32.22,"Sun City NE",1999-01-05,372902098473802,151,29,c(-98.793447, 37.48398),"1999","71-0",-98.793447,37.48398,119.3940887,"66-131"
"7","Pratt",-32.27,"Sun City NE",1999-04-02,372902098473802,151,29,c(-98.793447, 37.48398),"1999","71-0",-98.793447,37.48398,119.3940887,"66-131"
"8","Pratt",-31.65,"Sun City NE",1999-07-05,372902098473802,151,29,c(-98.793447, 37.48398),"1999","71-0",-98.793447,37.48398,119.3940887,"66-131"
"9","Pratt",-31.72,"Sun City NE",1999-10-07,372902098473802,151,29,c(-98.793447, 37.48398),"1999","71-0",-98.793447,37.48398,119.3940887,"66-131"
"10","Pratt",-32.15,"Sun City NE",1999-01-05,372902098473803,151,29,c(-98.793427, 37.483942),"1999","71-0",-98.793427,37.483942,119.3940887,"66-131"
"11","Pratt",-32.2,"Sun City NE",1999-04-02,372902098473803,151,29,c(-98.793427, 37.483942),"1999","71-0",-98.793427,37.483942,119.3940887,"66-131"
"12","Pratt",-31.55,"Sun City NE",1999-07-05,372902098473803,151,29,c(-98.793427, 37.483942),"1999","71-0",-98.793427,37.483942,119.3940887,"66-131"
"13","Pratt",-31.59,"Sun City NE",1999-10-07,372902098473803,151,29,c(-98.793427, 37.483942),"1999","71-0",-98.793427,37.483942,119.3940887,"66-131"
"14","Seward",-252.3,"Sublette SW",1999-01-06,371641100594601,175,32,c(-100.996843, 37.278474),"1999","287-216",-100.996843,37.278474,202.8879242,"198-262"
"15","Stevens",-178.4,"WOODS",1999-01-06,370958101055501,189,33,c(-101.103341, 37.162395),"1999","215-144",-101.103341,37.162395,321.0385132,"263-328"
"16","Morton",-87.26,"Rolla NE",1999-01-06,371103101334301,129,33,c(-101.563638, 37.184785),"1999","143-72",-101.563638,37.184785,273.7145386,"263-328"
"17","Gray",-227.67,"Copeland SE",1999-01-06,373054100354402,69,29,c(-100.597732, 37.514304),"1999","287-216",-100.597732,37.514304,178.2752533,"132-197"
"18","Morton",-230.38,"Shore Airport SE",1999-01-07,372043101363101,129,31,c(-101.610442, 37.344952),"1999","287-216",-101.610442,37.344952,34.85247421,"0-65"
"19","Stevens",-307.84,"Moscow SE",1999-01-06,372128101065001,189,31,c(-101.113242, 37.358374),"1999","359-288",-101.113242,37.358374,128.8565826,"66-131"
"20","Meade",-43.26,"MEADE NE",1999-01-06,372446100160201,119,30,c(-100.270521, 37.416323),"1999","71-0",-100.270521,37.416323,260.5038452,"198-262"
"21","Meade",-42.29,"MEADE NE",1999-01-08,372446100160201,119,30,c(-100.270521, 37.416323),"1999","71-0",-100.270521,37.416323,260.5038452,"198-262"
"22","Stanton",-128.58,"Saunders",1999-01-06,372840102014101,187,29,c(-102.028654, 37.478867),"1999","143-72",-102.028654,37.478867,10,"0-65"
"23","Stanton",-199.72,"RICHFIELD NE",1999-01-06,372556101454002,187,30,c(-101.761947, 37.43234),"1999","215-144",-101.761947,37.43234,10,"0-65"
"24","Pratt",-52.13,"Isabel",1999-01-05,372818098345503,151,29,c(-98.582033, 37.470795),"1999","71-0",-98.582033,37.470795,110.6722717,"66-131"
"25","Pratt",-51.96,"Isabel",1999-04-02,372818098345503,151,29,c(-98.582033, 37.470795),"1999","71-0",-98.582033,37.470795,110.6722717,"66-131"
"26","Pratt",-50.99,"Isabel",1999-07-05,372818098345503,151,29,c(-98.582033, 37.470795),"1999","71-0",-98.582033,37.470795,110.6722717,"66-131"
"27","Pratt",-50.71,"Isabel",1999-10-07,372818098345503,151,29,c(-98.582033, 37.470795),"1999","71-0",-98.582033,37.470795,110.6722717,"66-131"
"28","Grant",-225.42,"Moscow NW",1999-01-07,372826101125501,67,30,c(-101.216446, 37.474564),"1999","287-216",-101.216446,37.474564,227.346344,"198-262"
"29","Pratt",-28.48,"Sun City NE",1999-01-12,372838098470601,151,29,c(-98.784215, 37.477647),"1999","71-0",-98.784215,37.477647,107.6531219,"66-131"
"30","Pratt",-4.66,"Cairo",1999-01-12,373905098332501,151,27,c(-98.557288, 37.652069),"1999","71-0",-98.557288,37.652069,121.8390961,"66-131"
"31","Kiowa",-98.76,"BRENGAM",1999-01-12,373612099093801,97,28,c(-99.163669, 37.602918),"1999","143-72",-99.163669,37.602918,112.3295593,"66-131"
"32","Kingman",-6.88,"PENALOSA",1999-01-13,373819098154001,95,28,c(-98.261955, 37.640191),"1999","71-0",-98.261955,37.640191,25.90983963,"0-65"
"33","Haskell",-235.72,"Wild Horse Lake",1999-01-05,373929100453601,81,27,c(-100.761438, 37.658774),"1999","287-216",-100.761438,37.658774,205.5494995,"198-262"
"34","Kiowa",-65.84,"HAVILAND NE",1999-01-11,373938099043601,97,27,c(-99.079053, 37.659267),"1999","71-0",-99.079053,37.659267,94.57846832,"66-131"
"35","Seward",-235.04,"Plains SW",1999-01-06,371706100432201,175,32,c(-100.725734, 37.28585),"1999","287-216",-100.725734,37.28585,200.6348267,"198-262"
"36","Ford",-148.43,"FORT DODGE SW",1999-01-07,373652099575901,57,28,c(-99.969991, 37.619051),"1999","215-144",-99.969991,37.619051,88.33330536,"66-131"
"37","Ford",-46.5,"BUCKLIN SE",1999-01-07,373644099354101,57,28,c(-99.59493, 37.61657),"1999","71-0",-99.59493,37.61657,15.7140522,"0-65"
"38","Gray",-196.88,"Haggard",1999-01-07,373848100155901,69,28,c(-100.269121, 37.649852),"1999","215-144",-100.269121,37.649852,95.23243713,"66-131"
"39","Sedgwick",-31.73,NA,1999-03-24,373019097221301,173,29,c(-97.3699, 37.5047),"1999","71-0",-97.3699,37.5047,NA,NA
"40","Sedgwick",-31.82,NA,1999-06-18,373019097221301,173,29,c(-97.3699, 37.5047),"1999","71-0",-97.3699,37.5047,NA,NA
"41","Sedgwick",-35.63,NA,1999-09-22,373019097221301,173,29,c(-97.3699, 37.5047),"1999","71-0",-97.3699,37.5047,NA,NA
"42","Sedgwick",-30.17,NA,1999-12-07,373019097221301,173,29,c(-97.3699, 37.5047),"1999","71-0",-97.3699,37.5047,NA,NA
"43","Pratt",-99.06,"Coats",1999-01-05,373231098480401,151,29,c(-98.803, 37.5428),"1999","143-72",-98.803,37.5428,123.7307281,"66-131"
"44","Pratt",-99.25,"Coats",1999-02-02,373231098480401,151,29,c(-98.803, 37.5428),"1999","143-72",-98.803,37.5428,123.7307281,"66-131"
"45","Pratt",-99.19,"Coats",1999-03-01,373231098480401,151,29,c(-98.803, 37.5428),"1999","143-72",-98.803,37.5428,123.7307281,"66-131"
"46","Pratt",-99.17,"Coats",1999-04-02,373231098480401,151,29,c(-98.803, 37.5428),"1999","143-72",-98.803,37.5428,123.7307281,"66-131"
"47","Pratt",-99.1,"Coats",1999-05-03,373231098480401,151,29,c(-98.803, 37.5428),"1999","143-72",-98.803,37.5428,123.7307281,"66-131"
"48","Pratt",-99.1,"Coats",1999-06-02,373231098480401,151,29,c(-98.803, 37.5428),"1999","143-72",-98.803,37.5428,123.7307281,"66-131"
"49","Pratt",-99.02,"Coats",1999-07-05,373231098480401,151,29,c(-98.803, 37.5428),"1999","143-72",-98.803,37.5428,123.7307281,"66-131"
"50","Pratt",-99.19,"Coats",1999-08-02,373231098480401,151,29,c(-98.803, 37.5428),"1999","143-72",-98.803,37.5428,123.7307281,"66-131"
"51","Pratt",-99.29,"Coats",1999-09-03,373231098480401,151,29,c(-98.803, 37.5428),"1999","143-72",-98.803,37.5428,123.7307281,"66-131"
"52","Pratt",-99.23,"Coats",1999-10-07,373231098480401,151,29,c(-98.803, 37.5428),"1999","143-72",-98.803,37.5428,123.7307281,"66-131"
"53","Pratt",-99.14,"Coats",1999-11-03,373231098480401,151,29,c(-98.803, 37.5428),"1999","143-72",-98.803,37.5428,123.7307281,"66-131"
"54","Grant",-291.98,"Ulysses SW",1999-01-06,373009101234301,67,29,c(-101.394705, 37.503805),"1999","359-288",-101.394705,37.503805,195.8860016,"132-197"
"55","Kiowa",-157.52,"Mullinville",1999-01-11,373038099230801,97,29,c(-99.384835, 37.512637),"1999","215-144",-99.384835,37.512637,30.96618652,"0-65"
"56","Stanton",-221.84,"Big Bow",1999-01-06,373031101350901,187,29,c(-101.585947, 37.50809),"1999","287-216",-101.585947,37.50809,157.9047699,"132-197"
"57","Kiowa",-123.23,"Greensburg",1999-01-01,373453099161501,97,28,c(-99.27149, 37.58288),"1999","143-72",-99.27149,37.58288,64.73886108,"0-65"
"58","Gray",-134.3,"MONTEZUMA",1999-01-06,373247100283801,69,29,c(-100.479228, 37.547523),"1999","143-72",-100.479228,37.547523,117.9030609,"66-131"
"59","Ford",-150.17,"FORT DODGE SW",1999-01-07,373318099532701,57,29,c(-99.893479, 37.558551),"1999","215-144",-99.893479,37.558551,108.5825348,"66-131"
"60","Ford",-102.86,"BUCKLIN",1999-01-07,373309099384901,57,29,c(-99.645121, 37.556441),"1999","143-72",-99.645121,37.556441,52.66797638,"0-65"
"61","Pratt",-1.13,"Cairo",1999-01-05,373933098353403,151,27,c(-98.592093, 37.660004),"1999","71-0",-98.592093,37.660004,135.794281,"132-197"
"62","Pratt",-0.79,"Cairo",1999-04-02,373933098353403,151,27,c(-98.592093, 37.660004),"1999","71-0",-98.592093,37.660004,135.794281,"132-197"
"63","Pratt",-1.23,"Cairo",1999-07-05,373933098353403,151,27,c(-98.592093, 37.660004),"1999","71-0",-98.592093,37.660004,135.794281,"132-197"
"64","Pratt",-1.83,"Cairo",1999-10-07,373933098353403,151,27,c(-98.592093, 37.660004),"1999","71-0",-98.592093,37.660004,135.794281,"132-197"
"65","Kingman",-13.85,NA,1999-01-13,374050097491601,95,27,c(-97.819863, 37.677046),"1999","71-0",-97.819863,37.677046,25,"0-65"
"66","Stanton",-264.27,"JOHNSON NW",1999-01-06,374355101592201,187,27,c(-101.989906, 37.732091),"1999","287-216",-101.989906,37.732091,32.08045959,"0-65"
"67","Sedgwick",-9.4,"MAIZE",1999-01-18,374740097232803,173,26,c(-97.391528, 37.794409),"1999","71-0",-97.391528,37.794409,65.71052551,"0-65"
"68","Sedgwick",-9.25,"MAIZE",1999-04-19,374740097232803,173,26,c(-97.391528, 37.794409),"1999","71-0",-97.391528,37.794409,65.71052551,"0-65"
"69","Sedgwick",-7.4,"MAIZE",1999-07-12,374740097232803,173,26,c(-97.391528, 37.794409),"1999","71-0",-97.391528,37.794409,65.71052551,"0-65"
"70","Sedgwick",-9.12,"MAIZE",1999-10-18,374740097232803,173,26,c(-97.391528, 37.794409),"1999","71-0",-97.391528,37.794409,65.71052551,"0-65"
"71","Reno",-19.83,NA,1999-01-08,374735098170001,155,26,c(-98.285854, 37.793534),"1999","71-0",-98.285854,37.793534,56.92203522,"0-65"
"72","Pratt",-58.75,"Coats NE",1999-01-08,374332098461103,151,27,c(-98.771543, 37.726301),"1999","71-0",-98.771543,37.726301,173.4464417,"132-197"
"73","Pratt",-58.01,"Coats NE",1999-04-02,374332098461103,151,27,c(-98.771543, 37.726301),"1999","71-0",-98.771543,37.726301,173.4464417,"132-197"
"74","Pratt",-59.2,"Coats NE",1999-07-05,374332098461103,151,27,c(-98.771543, 37.726301),"1999","71-0",-98.771543,37.726301,173.4464417,"132-197"
"75","Pratt",-59.15,"Coats NE",1999-10-07,374332098461103,151,27,c(-98.771543, 37.726301),"1999","71-0",-98.771543,37.726301,173.4464417,"132-197"
"76","Sedgwick",-24.17,"COLWICH",1999-01-18,374738097332202,173,26,c(-97.554982, 37.793876),"1999","71-0",-97.554982,37.793876,174.1762085,"132-197"
"77","Sedgwick",-23.22,"COLWICH",1999-04-19,374738097332202,173,26,c(-97.554982, 37.793876),"1999","71-0",-97.554982,37.793876,174.1762085,"132-197"
"78","Sedgwick",-22.84,"COLWICH",1999-07-12,374738097332202,173,26,c(-97.554982, 37.793876),"1999","71-0",-97.554982,37.793876,174.1762085,"132-197"
