"","Month","Name","Year","Elevation_ft"
"1521","May","Lovewell Dam","2017",1584.99096774194
"1522","November","Lovewell Dam","2017",1580.26266666667
"1523","October","Lovewell Dam","2017",1578.22161290323
"1524","September","Lovewell Dam","2017",1576.023
"1525","April","Marion Dam","2017",1350.90233333333
"1526","August","Marion Dam","2017",1350.03032258065
"1527","December","Marion Dam","2017",1348.77516129032
"1528","February","Marion Dam","2017",1348.59428571429
"1529","January","Marion Dam","2017",1348.64322580645
"1530","July","Marion Dam","2017",1350.58677419355
"1531","June","Marion Dam","2017",1350.93666666667
"1532","March","Marion Dam","2017",1348.63548387097
"1533","May","Marion Dam","2017",1351.85290322581
"1534","November","Marion Dam","2017",1348.934
"1535","October","Marion Dam","2017",1349.21677419355
"1536","September","Marion Dam","2017",1349.48666666667
"1537","April","Melvern Dam","2017",1038.73733333333
"1538","August","Melvern Dam","2017",1036.16677419355
"1539","December","Melvern Dam","2017",1035.31516129032
"1540","February","Melvern Dam","2017",1034.17321428571
"1541","January","Melvern Dam","2017",1034.72741935484
"1542","July","Melvern Dam","2017",1036.4835483871
"1543","June","Melvern Dam","2017",1036.91166666667
"1544","March","Melvern Dam","2017",1034.31741935484
"1545","May","Melvern Dam","2017",1039.16096774194
"1546","November","Melvern Dam","2017",1035.69633333333
"1547","October","Melvern Dam","2017",1035.83903225806
"1548","September","Melvern Dam","2017",1036.088
"1549","April","Milford Dam","2017",1146.204
"1550","August","Milford Dam","2017",1144.42677419355
"1551","December","Milford Dam","2017",1145.81548387097
"1552","February","Milford Dam","2017",1141.20142857143
"1553","January","Milford Dam","2017",1141.72032258065
"1554","July","Milford Dam","2017",1144.23387096774
"1555","June","Milford Dam","2017",1146.97266666667
"1556","March","Milford Dam","2017",1141.61419354839
"1557","May","Milford Dam","2017",1147.09161290323
"1558","November","Milford Dam","2017",1145.63862068966
"1559","October","Milford Dam","2017",1145.6935483871
"1560","September","Milford Dam","2017",1144.99733333333
"1561","April","Norton Dam (Keith Sebelius Lake)","2017",2292.09633333333
"1562","August","Norton Dam (Keith Sebelius Lake)","2017",2291.79290322581
"1563","December","Norton Dam (Keith Sebelius Lake)","2017",2291.48612903226
"1564","February","Norton Dam (Keith Sebelius Lake)","2017",2291.68538461538
"1565","January","Norton Dam (Keith Sebelius Lake)","2017",2291.419375
"1566","July","Norton Dam (Keith Sebelius Lake)","2017",2292.46064516129
"1567","June","Norton Dam (Keith Sebelius Lake)","2017",2293.19366666667
"1568","March","Norton Dam (Keith Sebelius Lake)","2017",2291.79806451613
"1569","May","Norton Dam (Keith Sebelius Lake)","2017",2292.79838709677
"1570","November","Norton Dam (Keith Sebelius Lake)","2017",2291.408
"1571","October","Norton Dam (Keith Sebelius Lake)","2017",2291.49774193548
"1572","September","Norton Dam (Keith Sebelius Lake)","2017",2291.36266666667
"1573","April","Perry Dam","2017",895.92
"1574","August","Perry Dam","2017",893.085806451613
"1575","December","Perry Dam","2017",893.521612903226
"1576","February","Perry Dam","2017",889.286071428571
"1577","January","Perry Dam","2017",889.388709677419
"1578","July","Perry Dam","2017",893.176129032258
"1579","June","Perry Dam","2017",894.590666666667
"1580","March","Perry Dam","2017",889.769677419355
"1581","May","Perry Dam","2017",894.872580645161
"1582","November","Perry Dam","2017",893.67
"1583","October","Perry Dam","2017",893.800967741935
"1584","September","Perry Dam","2017",893.887333333333
"1585","April","Pomona Dam","2017",977.147
"1586","August","Pomona Dam","2017",975.330322580645
"1587","December","Pomona Dam","2017",975.218709677419
"1588","February","Pomona Dam","2017",972.255714285714
"1589","January","Pomona Dam","2017",974.197741935484
"1590","July","Pomona Dam","2017",976.173870967742
"1591","June","Pomona Dam","2017",976.954666666667
"1592","March","Pomona Dam","2017",972.219032258065
"1593","May","Pomona Dam","2017",979.087741935484
"1594","November","Pomona Dam","2017",976.189
"1595","October","Pomona Dam","2017",976.185161290323
"1596","September","Pomona Dam","2017",976.445333333333
"1597","April","Toronto Dam","2017",904.317
"1598","August","Toronto Dam","2017",903.669677419355
"1599","December","Toronto Dam","2017",901.574516129032
"1600","February","Toronto Dam","2017",902.028928571429
"1601","January","Toronto Dam","2017",902.612580645161
"1602","July","Toronto Dam","2017",901.861290322581
"1603","June","Toronto Dam","2017",905.798666666667
"1604","March","Toronto Dam","2017",902.259032258065
"1605","May","Toronto Dam","2017",919.017419354839
"1606","November","Toronto Dam","2017",901.684666666667
"1607","October","Toronto Dam","2017",901.50064516129
"1608","September","Toronto Dam","2017",901.362
"1609","April","Tuttle Creek Dam","2017",1075.826
"1610","August","Tuttle Creek Dam","2017",1076.2164516129
"1611","December","Tuttle Creek Dam","2017",1076.3264516129
"1612","February","Tuttle Creek Dam","2017",1072.15178571429
"1613","January","Tuttle Creek Dam","2017",1072.69290322581
"1614","July","Tuttle Creek Dam","2017",1075.78677419355
"1615","June","Tuttle Creek Dam","2017",1082.08833333333
"1616","March","Tuttle Creek Dam","2017",1072.83516129032
"1617","May","Tuttle Creek Dam","2017",1082.94032258065
"1618","November","Tuttle Creek Dam","2017",1081.81866666667
"1619","October","Tuttle Creek Dam","2017",1081.77935483871
"1620","September","Tuttle Creek Dam","2017",1078.459
"1621","April","Webster Dam","2017",1893.22833333333
"1622","August","Webster Dam","2017",1891.14806451613
"1623","December","Webster Dam","2017",1892.82290322581
"1624","February","Webster Dam","2017",1891.645
"1625","January","Webster Dam","2017",1890.69
"1626","July","Webster Dam","2017",1893.13548387097
"1627","June","Webster Dam","2017",1894.28333333333
"1628","March","Webster Dam","2017",1892.16225806452
"1629","May","Webster Dam","2017",1894.45161290323
"1630","November","Webster Dam","2017",1892.39466666667
"1631","October","Webster Dam","2017",1891.70096774194
"1632","September","Webster Dam","2017",1889.97
"1633","April","Wilson Dam","2017",1517.04866666667
"1634","August","Wilson Dam","2017",1516.91193548387
"1635","December","Wilson Dam","2017",1516.4635483871
"1636","February","Wilson Dam","2017",1516.195
"1637","January","Wilson Dam","2017",1516.49566666667
"1638","July","Wilson Dam","2017",1517.08709677419
"1639","June","Wilson Dam","2017",1518.06266666667
"1640","March","Wilson Dam","2017",1516.24935483871
"1641","May","Wilson Dam","2017",1518.28903225806
"1642","November","Wilson Dam","2017",1516.924
"1643","October","Wilson Dam","2017",1516.98516129032
"1644","September","Wilson Dam","2017",1516.662
"1645","April","Big Hill Dam","2018",858.041
"1646","August","Big Hill Dam","2018",857.791612903226
"1647","December","Big Hill Dam","2018",858.234516129032
"1648","February","Big Hill Dam","2018",857.659285714286
"1649","January","Big Hill Dam","2018",857.527419354839
"1650","July","Big Hill Dam","2018",857.478709677419
"1651","June","Big Hill Dam","2018",857.958666666667
"1652","March","Big Hill Dam","2018",858.200967741936
"1653","May","Big Hill Dam","2018",858.305161290323
"1654","November","Big Hill Dam","2018",858.093666666667
"1655","October","Big Hill Dam","2018",858.431290322581
"1656","September","Big Hill Dam","2018",858.387333333333
"1657","April","Cedar Bluff Dam","2018",2117.28136363636
"1658","August","Cedar Bluff Dam","2018",2121.18967741935
"1659","December","Cedar Bluff Dam","2018",2122.34193548387
"1660","February","Cedar Bluff Dam","2018",2117.62
"1661","January","Cedar Bluff Dam","2018",2117.6815
"1662","July","Cedar Bluff Dam","2018",2120.8236
"1663","June","Cedar Bluff Dam","2018",2119.50666666667
"1664","March","Cedar Bluff Dam","2018",2117.4908
"1665","May","Cedar Bluff Dam","2018",2117.19181818182
"1666","November","Cedar Bluff Dam","2018",2122.06
"1667","October","Cedar Bluff Dam","2018",2121.5268
"1668","September","Cedar Bluff Dam","2018",2121.1580952381
"1669","April","Cheney Dam","2018",1420.99733333333
"1670","August","Cheney Dam","2018",1421.51129032258
"1671","December","Cheney Dam","2018",1422.33677419355
"1672","February","Cheney Dam","2018",1420.60928571429
"1673","January","Cheney Dam","2018",1420.50064516129
"1674","July","Cheney Dam","2018",1421.21
"1675","June","Cheney Dam","2018",1421.083
"1676","March","Cheney Dam","2018",1420.77709677419
"1677","May","Cheney Dam","2018",1421.35580645161
"1678","November","Cheney Dam","2018",1422.332
"1679","October","Cheney Dam","2018",1425.25290322581
"1680","September","Cheney Dam","2018",1422.03533333333
"1681","April","Clinton Dam","2018",875.855666666667
"1682","August","Clinton Dam","2018",874.086451612903
"1683","December","Clinton Dam","2018",875.664516129032
"1684","February","Clinton Dam","2018",875.571785714286
"1685","January","Clinton Dam","2018",876.549032258064
"1686","July","Clinton Dam","2018",874.728
"1687","June","Clinton Dam","2018",875.401333333333
"1688","March","Clinton Dam","2018",875.659677419355
"1689","May","Clinton Dam","2018",875.798709677419
"1690","November","Clinton Dam","2018",874.596666666667
"1691","October","Clinton Dam","2018",874.364193548387
"1692","September","Clinton Dam","2018",873.714666666667
"1693","April","Council Grove Dam","2018",1271.85533333333
"1694","August","Council Grove Dam","2018",1270.30290322581
"1695","December","Council Grove Dam","2018",1274.94064516129
"1696","February","Council Grove Dam","2018",1272.20321428571
"1697","January","Council Grove Dam","2018",1272.33612903226
"1698","July","Council Grove Dam","2018",1270.40580645161
"1699","June","Council Grove Dam","2018",1271.33566666667
"1700","March","Council Grove Dam","2018",1272.03064516129
"1701","May","Council Grove Dam","2018",1271.81225806452
"1702","November","Council Grove Dam","2018",1274.23133333333
"1703","October","Council Grove Dam","2018",1276.89516129032
"1704","September","Council Grove Dam","2018",1274.16733333333
"1705","April","El Dorado Dam","2018",1334.722
"1706","August","El Dorado Dam","2018",1334.63612903226
"1707","December","El Dorado Dam","2018",1339.32903225806
"1708","February","El Dorado Dam","2018",1335.20357142857
"1709","January","El Dorado Dam","2018",1335.43419354839
"1710","July","El Dorado Dam","2018",1328.34741935484
"1711","June","El Dorado Dam","2018",1334.93533333333
"1712","March","El Dorado Dam","2018",1335.0135483871
"1713","May","El Dorado Dam","2018",1334.78161290323
"1714","November","El Dorado Dam","2018",1339.40633333333
"1715","October","El Dorado Dam","2018",1340.40451612903
"1716","September","El Dorado Dam","2018",1331.48233333333
"1717","April","Elk City Dam","2018",796.874333333333
"1718","August","Elk City Dam","2018",796.987741935484
"1719","December","Elk City Dam","2018",797.119677419355
"1720","February","Elk City Dam","2018",796.237857142857
"1721","January","Elk City Dam","2018",796.284516129032
"1722","July","Elk City Dam","2018",795.997419354839
"1723","June","Elk City Dam","2018",796.471333333333
"1724","March","Elk City Dam","2018",796.704193548387
"1725","May","Elk City Dam","2018",798.602903225806
"1726","November","Elk City Dam","2018",796.752
"1727","October","Elk City Dam","2018",799.168709677419
"1728","September","Elk City Dam","2018",797.869333333333
"1729","April","Fall River Dam","2018",948.627666666667
"1730","August","Fall River Dam","2018",949.172258064516
"1731","December","Fall River Dam","2018",950.401612903226
"1732","February","Fall River Dam","2018",948.298928571429
"1733","January","Fall River Dam","2018",948.247096774194
"1734","July","Fall River Dam","2018",948.767741935484
"1735","June","Fall River Dam","2018",949.814333333333
"1736","March","Fall River Dam","2018",947.963870967742
"1737","May","Fall River Dam","2018",950.872903225806
"1738","November","Fall River Dam","2018",949.641
"1739","October","Fall River Dam","2018",959.351612903226
"1740","September","Fall River Dam","2018",950.886
"1741","April","Glen Elder Dam (Waconda Lake)","2018",1454.678
"1742","August","Glen Elder Dam (Waconda Lake)","2018",1455.7135483871
"1743","December","Glen Elder Dam (Waconda Lake)","2018",1456.90129032258
"1744","February","Glen Elder Dam (Waconda Lake)","2018",1454.49857142857
"1745","January","Glen Elder Dam (Waconda Lake)","2018",1454.73483870968
"1746","July","Glen Elder Dam (Waconda Lake)","2018",1455.59964285714
"1747","June","Glen Elder Dam (Waconda Lake)","2018",1456.11533333333
"1748","March","Glen Elder Dam (Waconda Lake)","2018",1454.48290322581
"1749","May","Glen Elder Dam (Waconda Lake)","2018",1455.22666666667
"1750","November","Glen Elder Dam (Waconda Lake)","2018",1456.434
"1751","October","Glen Elder Dam (Waconda Lake)","2018",1458.40096774194
"1752","September","Glen Elder Dam (Waconda Lake)","2018",1457.30444444444
"1753","April","Hillsdale Dam","2018",917.063
"1754","August","Hillsdale Dam","2018",915.232903225806
"1755","December","Hillsdale Dam","2018",918.039677419355
"1756","February","Hillsdale Dam","2018",915.5125
"1757","January","Hillsdale Dam","2018",916.328387096774
"1758","July","Hillsdale Dam","2018",915.859
"1759","June","Hillsdale Dam","2018",916.593666666667
"1760","March","Hillsdale Dam","2018",915.813870967742
"1761","May","Hillsdale Dam","2018",917.119032258065
"1762","November","Hillsdale Dam","2018",917.931333333333
"1763","October","Hillsdale Dam","2018",919.16
"1764","September","Hillsdale Dam","2018",915.060344827586
"1765","April","John Redmond Dam","2018",1041.376
"1766","August","John Redmond Dam","2018",1040.85258064516
"1767","December","John Redmond Dam","2018",1041.91322580645
"1768","February","John Redmond Dam","2018",1041.87642857143
"1769","January","John Redmond Dam","2018",1041.68516129032
"1770","July","John Redmond Dam","2018",1041.07838709677
"1771","June","John Redmond Dam","2018",1041.05166666667
