"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat"
"1","Sheridan",-83.9,NA,1964-09-01,391038100310301,179,10,c(-100.518103, 39.177421),"1964","143-72",-100.518103,39.177421
"2","Sheridan",-74.9,NA,1965-01-25,391038100310301,179,10,c(-100.518103, 39.177421),"1965","143-72",-100.518103,39.177421
"3","Sheridan",-72.6,NA,1966-01-17,391038100310301,179,10,c(-100.518103, 39.177421),"1966","143-72",-100.518103,39.177421
"4","Sheridan",-73.59,NA,1967-01-23,391038100310301,179,10,c(-100.518103, 39.177421),"1967","143-72",-100.518103,39.177421
"5","Sheridan",-74.2,NA,1968-01-15,391038100310301,179,10,c(-100.518103, 39.177421),"1968","143-72",-100.518103,39.177421
"6","Sheridan",-73.48,NA,1969-01-17,391038100310301,179,10,c(-100.518103, 39.177421),"1969","143-72",-100.518103,39.177421
"7","Sheridan",-99.06,"Lucerne",2000-01-18,392742100102601,179,7,c(-100.176102, 39.461544),"2000","143-72",-100.176102,39.461544
"8","Sheridan",-99.31,"Lucerne",2001-04-01,392742100102601,179,7,c(-100.176102, 39.461544),"2001","143-72",-100.176102,39.461544
"9","Sheridan",-102.87,"Lucerne",2001-10-01,392742100102601,179,7,c(-100.176102, 39.461544),"2001","143-72",-100.176102,39.461544
"10","Sheridan",-102.59,"Lucerne",2002-01-04,392742100102601,179,7,c(-100.176102, 39.461544),"2002","143-72",-100.176102,39.461544
"11","Sheridan",-99.77,"Lucerne",2002-04-01,392742100102601,179,7,c(-100.176102, 39.461544),"2002","143-72",-100.176102,39.461544
"12","Sheridan",-103.23,"Lucerne",2002-10-01,392742100102601,179,7,c(-100.176102, 39.461544),"2002","143-72",-100.176102,39.461544
"13","Sheridan",-101.62,"Lucerne",2003-01-02,392742100102601,179,7,c(-100.176102, 39.461544),"2003","143-72",-100.176102,39.461544
"14","Sheridan",-103.9,"Lucerne",2003-10-01,392742100102601,179,7,c(-100.176102, 39.461544),"2003","143-72",-100.176102,39.461544
"15","Sheridan",-103.19,"Lucerne",2004-01-05,392742100102601,179,7,c(-100.176102, 39.461544),"2004","143-72",-100.176102,39.461544
"16","Sheridan",-104.37,"Lucerne",2004-10-14,392742100102601,179,7,c(-100.176102, 39.461544),"2004","143-72",-100.176102,39.461544
"17","Sheridan",-103.02,"Lucerne",2004-12-22,392742100102601,179,7,c(-100.176102, 39.461544),"2004","143-72",-100.176102,39.461544
"18","Sheridan",-103.49,"Lucerne",2005-04-19,392742100102601,179,7,c(-100.176102, 39.461544),"2005","143-72",-100.176102,39.461544
"19","Sheridan",-104.95,"Lucerne",2005-09-20,392742100102601,179,7,c(-100.176102, 39.461544),"2005","143-72",-100.176102,39.461544
"20","Sheridan",-102.9,"Lucerne",2006-01-11,392742100102601,179,7,c(-100.176102, 39.461544),"2006","143-72",-100.176102,39.461544
"21","Sheridan",-103.23,"Lucerne",2007-01-16,392742100102601,179,7,c(-100.176102, 39.461544),"2007","143-72",-100.176102,39.461544
"22","Sheridan",-103.58,"Lucerne",2008-01-04,392742100102601,179,7,c(-100.176102, 39.461544),"2008","143-72",-100.176102,39.461544
"23","Sheridan",-103.14,"Lucerne",2009-01-07,392742100102601,179,7,c(-100.176102, 39.461544),"2009","143-72",-100.176102,39.461544
"24","Sheridan",-102.45,"Lucerne",2009-12-22,392742100102601,179,7,c(-100.176102, 39.461544),"2009","143-72",-100.176102,39.461544
"25","Sheridan",-102.9,"Lucerne",2010-12-20,392742100102601,179,7,c(-100.176102, 39.461544),"2010","143-72",-100.176102,39.461544
"26","Sheridan",-102.2,"Lucerne",2011-12-29,392742100102601,179,7,c(-100.176102, 39.461544),"2011","143-72",-100.176102,39.461544
"27","Sheridan",-103.35,"Lucerne",2013-01-03,392742100102601,179,7,c(-100.176102, 39.461544),"2013","143-72",-100.176102,39.461544
"28","Sheridan",-103.96,"Lucerne",2013-12-26,392742100102601,179,7,c(-100.176102, 39.461544),"2013","143-72",-100.176102,39.461544
"29","Sheridan",-104.32,"Lucerne",2015-01-06,392742100102601,179,7,c(-100.176102, 39.461544),"2015","143-72",-100.176102,39.461544
"30","Sheridan",-103.91,"Lucerne",2015-12-21,392742100102601,179,7,c(-100.176102, 39.461544),"2015","143-72",-100.176102,39.461544
"31","Sheridan",-104.55,"Lucerne",2016-12-29,392742100102601,179,7,c(-100.176102, 39.461544),"2016","143-72",-100.176102,39.461544
"32","Sheridan",-102.71,"Lucerne",2018-01-04,392742100102601,179,7,c(-100.176102, 39.461544),"2018","143-72",-100.176102,39.461544
"33","Sheridan",-102.14,"Lucerne",2019-01-02,392742100102601,179,7,c(-100.176102, 39.461544),"2019","143-72",-100.176102,39.461544
"34","Sheridan",-100.11,"Lucerne",2020-01-06,392742100102601,179,7,c(-100.176102, 39.461544),"2020","143-72",-100.176102,39.461544
"35","Sheridan",-99.67,"Lucerne",2021-01-07,392742100102601,179,7,c(-100.176102, 39.461544),"2021","143-72",-100.176102,39.461544
"36","Sheridan",-99.96,"Lucerne",2022-01-13,392742100102601,179,7,c(-100.176102, 39.461544),"2022","143-72",-100.176102,39.461544
"37","Sheridan",-101.87,"Lucerne",2023-01-05,392742100102601,179,7,c(-100.176102, 39.461544),"2023","143-72",-100.176102,39.461544
"38","Sheridan",-101.18,"Lucerne",2024-02-14,392742100102601,179,7,c(-100.176102, 39.461544),"2024","143-72",-100.176102,39.461544
"39","Sheridan",-98.1,"HOXIE 2 SW",1984-06-28,392215100242101,179,8,c(-100.404517, 39.372185),"1984","143-72",-100.404517,39.372185
"40","Sheridan",-97.93,"HOXIE 2 SW",1984-12-12,392215100242101,179,8,c(-100.404517, 39.372185),"1984","143-72",-100.404517,39.372185
"41","Sheridan",-98.02,"HOXIE 2 SW",1985-12-17,392215100242101,179,8,c(-100.404517, 39.372185),"1985","143-72",-100.404517,39.372185
"42","Sheridan",-99.73,"HOXIE 2 SW",1986-12-12,392215100242101,179,8,c(-100.404517, 39.372185),"1986","143-72",-100.404517,39.372185
"43","Sheridan",-104.77,"HOXIE 2 SW",1987-12-02,392215100242101,179,8,c(-100.404517, 39.372185),"1987","143-72",-100.404517,39.372185
"44","Sheridan",-99.08,"HOXIE 2 SW",1988-12-19,392215100242101,179,8,c(-100.404517, 39.372185),"1988","143-72",-100.404517,39.372185
"45","Sheridan",-99.7,"HOXIE 2 SW",1989-12-28,392215100242101,179,8,c(-100.404517, 39.372185),"1989","143-72",-100.404517,39.372185
"46","Sheridan",-100.1,"HOXIE 2 SW",1991-01-03,392215100242101,179,8,c(-100.404517, 39.372185),"1991","143-72",-100.404517,39.372185
"47","Sheridan",-100.58,"HOXIE 2 SW",1992-01-06,392215100242101,179,8,c(-100.404517, 39.372185),"1992","143-72",-100.404517,39.372185
"48","Sheridan",-100.53,"HOXIE 2 SW",1993-01-25,392215100242101,179,8,c(-100.404517, 39.372185),"1993","143-72",-100.404517,39.372185
"49","Sheridan",-99.14,"HOXIE 2 SW",1993-12-27,392215100242101,179,8,c(-100.404517, 39.372185),"1993","143-72",-100.404517,39.372185
"50","Sheridan",-99.67,"HOXIE 2 SW",1994-12-20,392215100242101,179,8,c(-100.404517, 39.372185),"1994","143-72",-100.404517,39.372185
"51","Sheridan",-100.45,"HOXIE 2 SW",1996-01-04,392215100242101,179,8,c(-100.404517, 39.372185),"1996","143-72",-100.404517,39.372185
"52","Sheridan",-102.85,"HOXIE 2 SW",1996-12-31,392215100242101,179,8,c(-100.404517, 39.372185),"1996","143-72",-100.404517,39.372185
"53","Sheridan",-99.99,"HOXIE 2 SW",1998-01-07,392215100242101,179,8,c(-100.404517, 39.372185),"1998","143-72",-100.404517,39.372185
"54","Sheridan",-100.25,"HOXIE 2 SW",1999-01-04,392215100242101,179,8,c(-100.404517, 39.372185),"1999","143-72",-100.404517,39.372185
