"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat"
"1","Stevens",-84.19,NA,1968-01-19,370105101085501,189,35,c(-101.149551, 37.01881),"1968","143-72",-101.149551,37.01881
"2","Stevens",-90.45,NA,1968-01-19,370152101141301,189,35,c(-101.237623, 37.031459),"1968","143-72",-101.237623,37.031459
"3","Morton",-149.42,NA,1968-01-16,370625102021201,129,34,c(-102.035118, 37.105735),"1968","215-144",-102.035118,37.105735
"4","Morton",-41.61,NA,1968-01-16,370927101472401,129,33,c(-101.790299, 37.157098),"1968","71-0",-101.790299,37.157098
"5","Stevens",-90.22,NA,1968-01-19,370930101185001,189,33,c(-101.315057, 37.158091),"1968","143-72",-101.315057,37.158091
"6","Stevens",-77.82,NA,1968-01-20,371134101211701,189,33,c(-101.356026, 37.192606),"1968","143-72",-101.356026,37.192606
"7","Morton",-77.35,NA,1968-01-16,371113101355101,129,33,c(-101.598766, 37.186991),"1968","143-72",-101.598766,37.186991
"8","Seward",-29.9,NA,1968-01-16,370918100453201,175,33,c(-100.759103, 37.154334),"1968","71-0",-100.759103,37.154334
"9","Sumner",-11.25,NA,1968-03-06,372751097140501,191,30,c(-97.235169, 37.464513),"1968","71-0",-97.235169,37.464513
"10","Meade",-38.9,NA,1968-01-15,372743100162501,119,30,c(-100.276361, 37.464943),"1968","71-0",-100.276361,37.464943
"11","Meade",-14.8,NA,1968-03-19,372452100153801,119,30,c(-100.262735, 37.417412),"1968","71-0",-100.262735,37.417412
"12","Meade",-15.86,NA,1968-06-04,372452100153801,119,30,c(-100.262735, 37.417412),"1968","71-0",-100.262735,37.417412
"13","Meade",-17.14,NA,1968-09-11,372452100153801,119,30,c(-100.262735, 37.417412),"1968","71-0",-100.262735,37.417412
"14","Meade",-15.2,NA,1968-12-17,372452100153801,119,30,c(-100.262735, 37.417412),"1968","71-0",-100.262735,37.417412
"15","Stanton",-187.09,NA,1968-01-17,372849101435701,187,29,c(-101.733099, 37.481129),"1968","215-144",-101.733099,37.481129
"16","Sumner",-10.2,NA,1968-03-06,372626097134801,191,30,c(-97.231156, 37.441396),"1968","71-0",-97.231156,37.441396
