"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat"
"1","Morton",-226.73,"ROLLA SE",1997-01-08,370136101360401,129,35,c(-101.600938, 37.025356),"1997","287-216",-101.600938,37.025356
"2","Seward",-139.46,"Liberal",1997-01-07,370023100550801,175,35,c(-100.917644, 37.005856),"1997","143-72",-100.917644,37.005856
"3","Morton",-94.75,"ELKHART NORTH",1997-01-07,370217101593801,129,35,c(-101.994048, 37.035692),"1997","143-72",-101.994048,37.035692
"4","Stevens",-183.46,"HUGOTON SW",1997-01-24,370246101261701,189,34,c(-101.438238, 37.046497),"1997","215-144",-101.438238,37.046497
"5","Pratt",-32.17,"Sun City NE",1997-01-10,372902098473802,151,29,c(-98.793447, 37.48398),"1997","71-0",-98.793447,37.48398
"6","Pratt",-32.64,"Sun City NE",1997-04-07,372902098473802,151,29,c(-98.793447, 37.48398),"1997","71-0",-98.793447,37.48398
"7","Pratt",-32.24,"Sun City NE",1997-07-01,372902098473802,151,29,c(-98.793447, 37.48398),"1997","71-0",-98.793447,37.48398
"8","Pratt",-32.33,"Sun City NE",1997-10-02,372902098473802,151,29,c(-98.793447, 37.48398),"1997","71-0",-98.793447,37.48398
"9","Pratt",-32.35,"Sun City NE",1997-01-10,372902098473803,151,29,c(-98.793427, 37.483942),"1997","71-0",-98.793427,37.483942
"10","Pratt",-32.2,"Sun City NE",1997-04-07,372902098473803,151,29,c(-98.793427, 37.483942),"1997","71-0",-98.793427,37.483942
"11","Pratt",-32.1,"Sun City NE",1997-07-01,372902098473803,151,29,c(-98.793427, 37.483942),"1997","71-0",-98.793427,37.483942
"12","Pratt",-32.25,"Sun City NE",1997-10-02,372902098473803,151,29,c(-98.793427, 37.483942),"1997","71-0",-98.793427,37.483942
"13","Seward",-248.28,"Sublette SW",1997-01-07,371641100594601,175,32,c(-100.996843, 37.278474),"1997","287-216",-100.996843,37.278474
"14","Stevens",-164.28,"WOODS",1997-01-07,370958101055501,189,33,c(-101.103341, 37.162395),"1997","215-144",-101.103341,37.162395
"15","Morton",-84.82,"Rolla NE",1997-01-08,371103101334301,129,33,c(-101.563638, 37.184785),"1997","143-72",-101.563638,37.184785
"16","Gray",-222.33,"Copeland SE",1997-01-08,373054100354402,69,29,c(-100.597732, 37.514304),"1997","287-216",-100.597732,37.514304
"17","Morton",-228.13,"Shore Airport SE",1997-01-08,372043101363101,129,31,c(-101.610442, 37.344952),"1997","287-216",-101.610442,37.344952
"18","Stevens",-305.56,"Moscow SE",1997-01-07,372128101065001,189,31,c(-101.113242, 37.358374),"1997","359-288",-101.113242,37.358374
"19","Meade",-37.05,"MEADE NE",1997-01-08,372446100160201,119,30,c(-100.270521, 37.416323),"1997","71-0",-100.270521,37.416323
"20","Stanton",-125.45,"Saunders",1997-01-08,372840102014101,187,29,c(-102.028654, 37.478867),"1997","143-72",-102.028654,37.478867
"21","Stanton",-198.97,"RICHFIELD NE",1997-01-08,372556101454002,187,30,c(-101.761947, 37.43234),"1997","215-144",-101.761947,37.43234
"22","Pratt",-55.4,"Isabel",1997-01-10,372818098345503,151,29,c(-98.582033, 37.470795),"1997","71-0",-98.582033,37.470795
"23","Pratt",-55.18,"Isabel",1997-04-07,372818098345503,151,29,c(-98.582033, 37.470795),"1997","71-0",-98.582033,37.470795
"24","Pratt",-54.72,"Isabel",1997-07-01,372818098345503,151,29,c(-98.582033, 37.470795),"1997","71-0",-98.582033,37.470795
"25","Pratt",-54.35,"Isabel",1997-10-02,372818098345503,151,29,c(-98.582033, 37.470795),"1997","71-0",-98.582033,37.470795
"26","Grant",-226.48,"Moscow NW",1997-01-06,372826101125501,67,30,c(-101.216446, 37.474564),"1997","287-216",-101.216446,37.474564
"27","Pratt",-28.42,"Sun City NE",1997-01-14,372838098470601,151,29,c(-98.784215, 37.477647),"1997","71-0",-98.784215,37.477647
"28","Pratt",-4.95,"Cairo",1997-01-13,373905098332501,151,27,c(-98.557288, 37.652069),"1997","71-0",-98.557288,37.652069
"29","Kiowa",-99.99,"BRENGAM",1997-01-14,373612099093801,97,28,c(-99.163669, 37.602918),"1997","143-72",-99.163669,37.602918
"30","Kingman",-7.35,"PENALOSA",1997-01-15,373819098154001,95,28,c(-98.261955, 37.640191),"1997","71-0",-98.261955,37.640191
"31","Haskell",-236.58,"Wild Horse Lake",1997-01-06,373929100453601,81,27,c(-100.761438, 37.658774),"1997","287-216",-100.761438,37.658774
"32","Kiowa",-68.92,"HAVILAND NE",1997-01-13,373938099043601,97,27,c(-99.079053, 37.659267),"1997","71-0",-99.079053,37.659267
"33","Seward",-233.06,"Plains SW",1997-01-07,371706100432201,175,32,c(-100.725734, 37.28585),"1997","287-216",-100.725734,37.28585
"34","Ford",-147.94,"FORT DODGE SW",1997-01-08,373652099575901,57,28,c(-99.969991, 37.619051),"1997","215-144",-99.969991,37.619051
"35","Ford",-47.47,"BUCKLIN SE",1997-01-08,373644099354101,57,28,c(-99.59493, 37.61657),"1997","71-0",-99.59493,37.61657
"36","Gray",-194.94,"Haggard",1997-01-08,373848100155901,69,28,c(-100.269121, 37.649852),"1997","215-144",-100.269121,37.649852
"37","Sedgwick",-31.85,NA,1997-12-04,373019097221301,173,29,c(-97.3699, 37.5047),"1997","71-0",-97.3699,37.5047
"38","Stanton",-101.64,"LYCAN SE",1997-01-08,373024102012003,187,29,c(-102.021939, 37.506623),"1997","143-72",-102.021939,37.506623
"39","Pratt",-98.55,"Coats",1997-01-10,373231098480401,151,29,c(-98.803, 37.5428),"1997","143-72",-98.803,37.5428
"40","Pratt",-99.48,"Coats",1997-02-11,373231098480401,151,29,c(-98.803, 37.5428),"1997","143-72",-98.803,37.5428
"41","Pratt",-99.56,"Coats",1997-03-10,373231098480401,151,29,c(-98.803, 37.5428),"1997","143-72",-98.803,37.5428
"42","Pratt",-99.44,"Coats",1997-04-07,373231098480401,151,29,c(-98.803, 37.5428),"1997","143-72",-98.803,37.5428
"43","Pratt",-99.37,"Coats",1997-05-12,373231098480401,151,29,c(-98.803, 37.5428),"1997","143-72",-98.803,37.5428
"44","Pratt",-99.36,"Coats",1997-06-09,373231098480401,151,29,c(-98.803, 37.5428),"1997","143-72",-98.803,37.5428
"45","Pratt",-99.33,"Coats",1997-07-01,373231098480401,151,29,c(-98.803, 37.5428),"1997","143-72",-98.803,37.5428
"46","Pratt",-99.33,"Coats",1997-08-06,373231098480401,151,29,c(-98.803, 37.5428),"1997","143-72",-98.803,37.5428
"47","Pratt",-99.32,"Coats",1997-09-08,373231098480401,151,29,c(-98.803, 37.5428),"1997","143-72",-98.803,37.5428
"48","Pratt",-99.29,"Coats",1997-10-02,373231098480401,151,29,c(-98.803, 37.5428),"1997","143-72",-98.803,37.5428
"49","Pratt",-99.23,"Coats",1997-11-07,373231098480401,151,29,c(-98.803, 37.5428),"1997","143-72",-98.803,37.5428
"50","Pratt",-99.19,"Coats",1997-12-02,373231098480401,151,29,c(-98.803, 37.5428),"1997","143-72",-98.803,37.5428
"51","Grant",-292.89,"Ulysses SW",1997-01-06,373009101234301,67,29,c(-101.394705, 37.503805),"1997","359-288",-101.394705,37.503805
"52","Kiowa",-157.26,"Mullinville",1997-01-27,373038099230801,97,29,c(-99.384835, 37.512637),"1997","215-144",-99.384835,37.512637
"53","Kiowa",-156.77,"Mullinville",1997-04-01,373038099230801,97,29,c(-99.384835, 37.512637),"1997","215-144",-99.384835,37.512637
"54","Kiowa",-159.39,"Mullinville",1997-09-01,373038099230801,97,29,c(-99.384835, 37.512637),"1997","215-144",-99.384835,37.512637
"55","Stanton",-217.53,"Big Bow",1997-01-08,373031101350901,187,29,c(-101.585947, 37.50809),"1997","287-216",-101.585947,37.50809
"56","Kiowa",-123.15,"Greensburg",1997-01-01,373453099161501,97,28,c(-99.27149, 37.58288),"1997","143-72",-99.27149,37.58288
"57","Kiowa",-122.6,"Greensburg",1997-04-01,373453099161501,97,28,c(-99.27149, 37.58288),"1997","143-72",-99.27149,37.58288
"58","Gray",-133.63,"MONTEZUMA",1997-01-08,373247100283801,69,29,c(-100.479228, 37.547523),"1997","143-72",-100.479228,37.547523
"59","Ford",-149.81,"FORT DODGE SW",1997-01-08,373318099532701,57,29,c(-99.893479, 37.558551),"1997","215-144",-99.893479,37.558551
"60","Ford",-103.53,"BUCKLIN",1997-01-08,373309099384901,57,29,c(-99.645121, 37.556441),"1997","143-72",-99.645121,37.556441
"61","Ford",-102.87,"BUCKLIN",1997-04-01,373309099384901,57,29,c(-99.645121, 37.556441),"1997","143-72",-99.645121,37.556441
"62","Ford",-102.5,"BUCKLIN",1997-09-01,373309099384901,57,29,c(-99.645121, 37.556441),"1997","143-72",-99.645121,37.556441
"63","Pratt",-1.18,"Cairo",1997-01-10,373933098353403,151,27,c(-98.592093, 37.660004),"1997","71-0",-98.592093,37.660004
"64","Pratt",-1.21,"Cairo",1997-04-07,373933098353403,151,27,c(-98.592093, 37.660004),"1997","71-0",-98.592093,37.660004
"65","Pratt",-0.94,"Cairo",1997-07-01,373933098353403,151,27,c(-98.592093, 37.660004),"1997","71-0",-98.592093,37.660004
"66","Pratt",-1.42,"Cairo",1997-10-02,373933098353403,151,27,c(-98.592093, 37.660004),"1997","71-0",-98.592093,37.660004
"67","Kingman",-15.77,NA,1997-01-14,374050097491601,95,27,c(-97.819863, 37.677046),"1997","71-0",-97.819863,37.677046
"68","Sedgwick",-10.46,"MAIZE",1997-01-28,374740097232803,173,26,c(-97.391528, 37.794409),"1997","71-0",-97.391528,37.794409
"69","Sedgwick",-9.97,"MAIZE",1997-04-21,374740097232803,173,26,c(-97.391528, 37.794409),"1997","71-0",-97.391528,37.794409
"70","Sedgwick",-10.14,"MAIZE",1997-07-21,374740097232803,173,26,c(-97.391528, 37.794409),"1997","71-0",-97.391528,37.794409
"71","Sedgwick",-10.25,"MAIZE",1997-10-14,374740097232803,173,26,c(-97.391528, 37.794409),"1997","71-0",-97.391528,37.794409
"72","Reno",-19.88,NA,1997-01-09,374735098170001,155,26,c(-98.285854, 37.793534),"1997","71-0",-98.285854,37.793534
"73","Pratt",-60.89,"Coats NE",1997-01-10,374332098461103,151,27,c(-98.771543, 37.726301),"1997","71-0",-98.771543,37.726301
"74","Pratt",-60.24,"Coats NE",1997-04-09,374332098461103,151,27,c(-98.771543, 37.726301),"1997","71-0",-98.771543,37.726301
"75","Pratt",-60.34,"Coats NE",1997-07-03,374332098461103,151,27,c(-98.771543, 37.726301),"1997","71-0",-98.771543,37.726301
"76","Pratt",-60.17,"Coats NE",1997-10-06,374332098461103,151,27,c(-98.771543, 37.726301),"1997","71-0",-98.771543,37.726301
"77","Sedgwick",-25.68,"COLWICH",1997-01-28,374738097332202,173,26,c(-97.554982, 37.793876),"1997","71-0",-97.554982,37.793876
"78","Sedgwick",-24.8,"COLWICH",1997-04-21,374738097332202,173,26,c(-97.554982, 37.793876),"1997","71-0",-97.554982,37.793876
"79","Sedgwick",-25.73,"COLWICH",1997-07-21,374738097332202,173,26,c(-97.554982, 37.793876),"1997","71-0",-97.554982,37.793876
"80","Sedgwick",-26.14,"COLWICH",1997-10-13,374738097332202,173,26,c(-97.554982, 37.793876),"1997","71-0",-97.554982,37.793876
"81","Edwards",-43.25,"GREENSBURG NW",1997-01-16,374427099232901,47,26,c(-99.390994, 37.744917),"1997","71-0",-99.390994,37.744917
"82","Kingman",-0.86,"KINGMAN NW",1997-01-15,374123098092701,95,27,c(-98.158527, 37.690176),"1997","71-0",-98.158527,37.690176
"83","Sedgwick",-15.31,"COLWICH",1997-01-28,374829097310802,173,26,c(-97.519017, 37.808708),"1997","71-0",-97.519017,37.808708
"84","Sedgwick",-14.8,"COLWICH",1997-04-21,374829097310802,173,26,c(-97.519017, 37.808708),"1997","71-0",-97.519017,37.808708
"85","Sedgwick",-15.07,"COLWICH",1997-07-21,374829097310802,173,26,c(-97.519017, 37.808708),"1997","71-0",-97.519017,37.808708
"86","Sedgwick",-15.56,"COLWICH",1997-10-13,374829097310802,173,26,c(-97.519017, 37.808708),"1997","71-0",-97.519017,37.808708
"87","Reno",-25.22,"TTuron",1997-01-09,374637098272501,155,26,c(-98.460031, 37.776441),"1997","71-0",-98.460031,37.776441
"88","Sedgwick",-27.23,"COLWICH",1997-01-28,374832097330402,173,26,c(-97.551392, 37.808529),"1997","71-0",-97.551392,37.808529
"89","Sedgwick",-26.55,"COLWICH",1997-04-21,374832097330402,173,26,c(-97.551392, 37.808529),"1997","71-0",-97.551392,37.808529
"90","Sedgwick",-27.28,"COLWICH",1997-07-21,374832097330402,173,26,c(-97.551392, 37.808529),"1997","71-0",-97.551392,37.808529
"91","Sedgwick",-27.61,"COLWICH",1997-10-13,374832097330402,173,26,c(-97.551392, 37.808529),"1997","71-0",-97.551392,37.808529
