"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat"
"1","Labette",-7.55,NA,1988-03-08,372026095060702,99,31,c(-95.102831, 37.341246),"1988","71-0",-95.102831,37.341246
"2","Labette",-12.2,NA,1988-06-08,372026095060702,99,31,c(-95.102831, 37.341246),"1988","71-0",-95.102831,37.341246
"3","Labette",-15.35,NA,1988-09-06,372026095060702,99,31,c(-95.102831, 37.341246),"1988","71-0",-95.102831,37.341246
"4","Labette",-14.6,NA,1988-12-08,372026095060702,99,31,c(-95.102831, 37.341246),"1988","71-0",-95.102831,37.341246
"5","Labette",-13.55,NA,1989-03-07,372026095060702,99,31,c(-95.102831, 37.341246),"1989","71-0",-95.102831,37.341246
"6","Labette",-11.1,NA,1989-06-05,372026095060702,99,31,c(-95.102831, 37.341246),"1989","71-0",-95.102831,37.341246
"7","Labette",-11.7,NA,1989-09-07,372026095060702,99,31,c(-95.102831, 37.341246),"1989","71-0",-95.102831,37.341246
"8","Labette",-12.1,NA,1989-12-12,372026095060702,99,31,c(-95.102831, 37.341246),"1989","71-0",-95.102831,37.341246
"9","Labette",-7.1,NA,1990-03-06,372026095060702,99,31,c(-95.102831, 37.341246),"1990","71-0",-95.102831,37.341246
"10","Labette",-7.45,NA,1990-06-07,372026095060702,99,31,c(-95.102831, 37.341246),"1990","71-0",-95.102831,37.341246
"11","Labette",-13.75,NA,1990-09-04,372026095060702,99,31,c(-95.102831, 37.341246),"1990","71-0",-95.102831,37.341246
"12","Labette",-14.79,NA,1990-12-11,372026095060702,99,31,c(-95.102831, 37.341246),"1990","71-0",-95.102831,37.341246
"13","Labette",-14.11,NA,1991-03-06,372026095060702,99,31,c(-95.102831, 37.341246),"1991","71-0",-95.102831,37.341246
"14","Labette",-13.03,NA,1991-06-06,372026095060702,99,31,c(-95.102831, 37.341246),"1991","71-0",-95.102831,37.341246
"15","Labette",-14.52,NA,1992-03-03,372026095060702,99,31,c(-95.102831, 37.341246),"1992","71-0",-95.102831,37.341246
"16","Labette",-11.2,NA,1992-06-04,372026095060702,99,31,c(-95.102831, 37.341246),"1992","71-0",-95.102831,37.341246
