"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat"
"1","Cloud",-24.93,"GLASCO",1958-08-06,392201097503801,29,8,c(-97.844069, 39.36751),"1958","71-0",-97.844069,39.36751
"2","Cloud",-25,"GLASCO",1958-08-29,392201097503801,29,8,c(-97.844069, 39.36751),"1958","71-0",-97.844069,39.36751
"3","Cloud",-24.8,"GLASCO",1958-09-25,392201097503801,29,8,c(-97.844069, 39.36751),"1958","71-0",-97.844069,39.36751
"4","Cloud",-24.8,"GLASCO",1958-10-24,392201097503801,29,8,c(-97.844069, 39.36751),"1958","71-0",-97.844069,39.36751
"5","Cloud",-25,"GLASCO",1958-11-25,392201097503801,29,8,c(-97.844069, 39.36751),"1958","71-0",-97.844069,39.36751
"6","Cloud",-24.8,"GLASCO",1958-12-23,392201097503801,29,8,c(-97.844069, 39.36751),"1958","71-0",-97.844069,39.36751
"7","Cloud",-24.8,"GLASCO",1959-01-22,392201097503801,29,8,c(-97.844069, 39.36751),"1959","71-0",-97.844069,39.36751
"8","Cloud",-24.7,"GLASCO",1959-02-27,392201097503801,29,8,c(-97.844069, 39.36751),"1959","71-0",-97.844069,39.36751
"9","Cloud",-24.7,"GLASCO",1959-03-23,392201097503801,29,8,c(-97.844069, 39.36751),"1959","71-0",-97.844069,39.36751
"10","Cloud",-24.7,"GLASCO",1959-04-25,392201097503801,29,8,c(-97.844069, 39.36751),"1959","71-0",-97.844069,39.36751
"11","Cloud",-23.9,"GLASCO",1960-11-28,392201097503801,29,8,c(-97.844069, 39.36751),"1960","71-0",-97.844069,39.36751
"12","Cloud",-23.7,"GLASCO",1961-12-12,392201097503801,29,8,c(-97.844069, 39.36751),"1961","71-0",-97.844069,39.36751
"13","Cloud",-23.8,"GLASCO",1962-01-05,392201097503801,29,8,c(-97.844069, 39.36751),"1962","71-0",-97.844069,39.36751
"14","Cloud",-23.5,"GLASCO",1962-03-14,392201097503801,29,8,c(-97.844069, 39.36751),"1962","71-0",-97.844069,39.36751
"15","Cloud",-23,"GLASCO",1962-06-12,392201097503801,29,8,c(-97.844069, 39.36751),"1962","71-0",-97.844069,39.36751
"16","Cloud",-22.8,"GLASCO",1962-09-14,392201097503801,29,8,c(-97.844069, 39.36751),"1962","71-0",-97.844069,39.36751
"17","Cloud",-23,"GLASCO",1962-12-18,392201097503801,29,8,c(-97.844069, 39.36751),"1962","71-0",-97.844069,39.36751
"18","Cloud",-24,"GLASCO",1964-03-17,392201097503801,29,8,c(-97.844069, 39.36751),"1964","71-0",-97.844069,39.36751
