"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat"
"1","Ellis",-12.2,NA,1964-10-01,384726099291501,51,14,c(-99.486578, 38.790051),"1964","71-0",-99.486578,38.790051
"2","Ellis",-12.15,NA,1964-10-27,384726099291501,51,14,c(-99.486578, 38.790051),"1964","71-0",-99.486578,38.790051
"3","Ellis",-19.85,NA,1965-02-25,384726099291501,51,14,c(-99.486578, 38.790051),"1965","71-0",-99.486578,38.790051
"4","Ellis",-21.65,NA,1965-04-19,384726099291501,51,14,c(-99.486578, 38.790051),"1965","71-0",-99.486578,38.790051
"5","Ellis",-17.55,NA,1965-06-22,384726099291501,51,14,c(-99.486578, 38.790051),"1965","71-0",-99.486578,38.790051
"6","Ellis",-9.67,NA,1965-08-03,384726099291501,51,14,c(-99.486578, 38.790051),"1965","71-0",-99.486578,38.790051
"7","Ellis",-14.05,NA,1965-10-12,384726099291501,51,14,c(-99.486578, 38.790051),"1965","71-0",-99.486578,38.790051
"8","Ellis",-17.15,NA,1965-11-17,384726099291501,51,14,c(-99.486578, 38.790051),"1965","71-0",-99.486578,38.790051
"9","Ellis",-21.85,NA,1966-02-16,384726099291501,51,14,c(-99.486578, 38.790051),"1966","71-0",-99.486578,38.790051
"10","Ellis",-23.85,NA,1966-04-13,384726099291501,51,14,c(-99.486578, 38.790051),"1966","71-0",-99.486578,38.790051
"11","Ellis",-13.05,NA,1966-06-16,384726099291501,51,14,c(-99.486578, 38.790051),"1966","71-0",-99.486578,38.790051
"12","Ellis",-8.35,NA,1966-08-24,384726099291501,51,14,c(-99.486578, 38.790051),"1966","71-0",-99.486578,38.790051
"13","Ellis",-8.45,NA,1966-10-11,384726099291501,51,14,c(-99.486578, 38.790051),"1966","71-0",-99.486578,38.790051
"14","Ellis",-22.15,NA,1967-04-06,384726099291501,51,14,c(-99.486578, 38.790051),"1967","71-0",-99.486578,38.790051
"15","Ellis",-21.85,NA,1967-06-19,384726099291501,51,14,c(-99.486578, 38.790051),"1967","71-0",-99.486578,38.790051
"16","Ellis",-8.35,NA,1967-08-10,384726099291501,51,14,c(-99.486578, 38.790051),"1967","71-0",-99.486578,38.790051
"17","Ellis",-10.95,NA,1967-10-19,384726099291501,51,14,c(-99.486578, 38.790051),"1967","71-0",-99.486578,38.790051
"18","Ellis",-23.35,NA,1968-03-12,384726099291501,51,14,c(-99.486578, 38.790051),"1968","71-0",-99.486578,38.790051
"19","Ellis",-16.25,NA,1968-04-23,384726099291501,51,14,c(-99.486578, 38.790051),"1968","71-0",-99.486578,38.790051
"20","Ellis",-15.95,NA,1968-05-07,384726099291501,51,14,c(-99.486578, 38.790051),"1968","71-0",-99.486578,38.790051
"21","Ellis",-14.85,NA,1968-06-11,384726099291501,51,14,c(-99.486578, 38.790051),"1968","71-0",-99.486578,38.790051
"22","Ellis",-10.25,NA,1968-07-09,384726099291501,51,14,c(-99.486578, 38.790051),"1968","71-0",-99.486578,38.790051
"23","Ellis",-10.05,NA,1968-08-07,384726099291501,51,14,c(-99.486578, 38.790051),"1968","71-0",-99.486578,38.790051
"24","Ellis",-9.95,NA,1968-08-22,384726099291501,51,14,c(-99.486578, 38.790051),"1968","71-0",-99.486578,38.790051
"25","Ellis",-10.05,NA,1968-09-17,384726099291501,51,14,c(-99.486578, 38.790051),"1968","71-0",-99.486578,38.790051
"26","Ellis",-16.15,NA,1968-10-28,384726099291501,51,14,c(-99.486578, 38.790051),"1968","71-0",-99.486578,38.790051
"27","Ellis",-16.75,NA,1968-12-03,384726099291501,51,14,c(-99.486578, 38.790051),"1968","71-0",-99.486578,38.790051
"28","Ellis",-23.05,NA,1969-03-18,384726099291501,51,14,c(-99.486578, 38.790051),"1969","71-0",-99.486578,38.790051
"29","Ellis",-23.45,NA,1969-05-13,384726099291501,51,14,c(-99.486578, 38.790051),"1969","71-0",-99.486578,38.790051
"30","Ellis",-20.35,NA,1969-06-05,384726099291501,51,14,c(-99.486578, 38.790051),"1969","71-0",-99.486578,38.790051
"31","Ellis",-7.25,NA,1969-07-08,384726099291501,51,14,c(-99.486578, 38.790051),"1969","71-0",-99.486578,38.790051
"32","Ellis",-7.05,NA,1969-08-07,384726099291501,51,14,c(-99.486578, 38.790051),"1969","71-0",-99.486578,38.790051
"33","Ellis",-7.15,NA,1969-09-22,384726099291501,51,14,c(-99.486578, 38.790051),"1969","71-0",-99.486578,38.790051
"34","Ellis",-10.42,NA,1969-10-02,384726099291501,51,14,c(-99.486578, 38.790051),"1969","71-0",-99.486578,38.790051
"35","Ellis",-7.25,NA,1969-10-08,384726099291501,51,14,c(-99.486578, 38.790051),"1969","71-0",-99.486578,38.790051
"36","Ellis",-7.45,NA,1969-12-01,384726099291501,51,14,c(-99.486578, 38.790051),"1969","71-0",-99.486578,38.790051
"37","Ellis",-21.05,NA,1970-03-04,384726099291501,51,14,c(-99.486578, 38.790051),"1970","71-0",-99.486578,38.790051
"38","Ellis",-17.45,NA,1970-05-05,384726099291501,51,14,c(-99.486578, 38.790051),"1970","71-0",-99.486578,38.790051
"39","Ellis",-6.65,NA,1970-06-10,384726099291501,51,14,c(-99.486578, 38.790051),"1970","71-0",-99.486578,38.790051
"40","Ellis",-9.35,NA,1970-07-07,384726099291501,51,14,c(-99.486578, 38.790051),"1970","71-0",-99.486578,38.790051
"41","Ellis",-8.95,NA,1970-08-03,384726099291501,51,14,c(-99.486578, 38.790051),"1970","71-0",-99.486578,38.790051
"42","Ellis",-9.45,NA,1970-09-09,384726099291501,51,14,c(-99.486578, 38.790051),"1970","71-0",-99.486578,38.790051
"43","Ellis",-9.85,NA,1970-10-19,384726099291501,51,14,c(-99.486578, 38.790051),"1970","71-0",-99.486578,38.790051
"44","Ellis",-9.85,NA,1970-12-02,384726099291501,51,14,c(-99.486578, 38.790051),"1970","71-0",-99.486578,38.790051
"45","Ellis",-20.85,NA,1971-03-19,384726099291501,51,14,c(-99.486578, 38.790051),"1971","71-0",-99.486578,38.790051
"46","Ellis",-21.35,NA,1971-05-05,384726099291501,51,14,c(-99.486578, 38.790051),"1971","71-0",-99.486578,38.790051
"47","Ellis",-18.35,NA,1971-06-07,384726099291501,51,14,c(-99.486578, 38.790051),"1971","71-0",-99.486578,38.790051
"48","Ellis",-10.05,NA,1971-07-13,384726099291501,51,14,c(-99.486578, 38.790051),"1971","71-0",-99.486578,38.790051
"49","Ellis",-8.25,NA,1971-08-04,384726099291501,51,14,c(-99.486578, 38.790051),"1971","71-0",-99.486578,38.790051
"50","Ellis",-8.85,NA,1971-08-11,384726099291501,51,14,c(-99.486578, 38.790051),"1971","71-0",-99.486578,38.790051
"51","Ellis",-9.45,NA,1971-09-08,384726099291501,51,14,c(-99.486578, 38.790051),"1971","71-0",-99.486578,38.790051
"52","Ellis",-13.21,NA,1971-10-13,384726099291501,51,14,c(-99.486578, 38.790051),"1971","71-0",-99.486578,38.790051
"53","Ellis",-9.65,NA,1971-10-20,384726099291501,51,14,c(-99.486578, 38.790051),"1971","71-0",-99.486578,38.790051
"54","Ellis",-11.05,NA,1971-12-06,384726099291501,51,14,c(-99.486578, 38.790051),"1971","71-0",-99.486578,38.790051
"55","Ellis",-49.2,NA,1961-04-03,384728099333501,51,14,c(-99.559327, 38.790692),"1961","71-0",-99.559327,38.790692
"56","Ellis",-46.9,NA,1961-07-07,384728099333501,51,14,c(-99.559327, 38.790692),"1961","71-0",-99.559327,38.790692
"57","Ellis",-45.7,NA,1961-11-13,384728099333501,51,14,c(-99.559327, 38.790692),"1961","71-0",-99.559327,38.790692
"58","Ellis",-45.2,NA,1962-01-30,384728099333501,51,14,c(-99.559327, 38.790692),"1962","71-0",-99.559327,38.790692
"59","Ellis",-44.5,NA,1962-04-25,384728099333501,51,14,c(-99.559327, 38.790692),"1962","71-0",-99.559327,38.790692
"60","Ellis",-44,NA,1962-08-15,384728099333501,51,14,c(-99.559327, 38.790692),"1962","71-0",-99.559327,38.790692
"61","Ellis",-43.4,NA,1962-10-09,384728099333501,51,14,c(-99.559327, 38.790692),"1962","71-0",-99.559327,38.790692
"62","Ellis",-43.6,NA,1963-01-15,384728099333501,51,14,c(-99.559327, 38.790692),"1963","71-0",-99.559327,38.790692
"63","Ellis",-43.1,NA,1963-03-15,384728099333501,51,14,c(-99.559327, 38.790692),"1963","71-0",-99.559327,38.790692
"64","Ellis",-43.3,NA,1963-04-14,384728099333501,51,14,c(-99.559327, 38.790692),"1963","71-0",-99.559327,38.790692
