"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Morton",-234.59,"ROLLA SE",2007-02-21,370136101360401,129,35,c(-101.600938, 37.025356),"2007","287-216",-101.600938,37.025356,248.9849548,"198-262"
"2","Seward",-152.8,"Liberal",2007-01-24,370023100550801,175,35,c(-100.917644, 37.005856),"2007","215-144",-100.917644,37.005856,479.9810486,"459-525"
"3","Morton",-110.09,"ELKHART NORTH",2007-02-21,370217101593801,129,35,c(-101.994048, 37.035692),"2007","143-72",-101.994048,37.035692,66.13626862,"66-131"
"4","Cherokee",-117.39,"BAXTER SPRINGS",2007-03-15,370659094403601,21,34,c(-94.674931, 37.117084),"2007","143-72",-94.674931,37.117084,NA,NA
"5","Cherokee",-108.2,"BAXTER SPRINGS",2007-06-14,370659094403601,21,34,c(-94.674931, 37.117084),"2007","143-72",-94.674931,37.117084,NA,NA
"6","Cherokee",-102.41,"BAXTER SPRINGS",2007-09-13,370659094403601,21,34,c(-94.674931, 37.117084),"2007","143-72",-94.674931,37.117084,NA,NA
"7","Cherokee",-101.61,"BAXTER SPRINGS",2007-12-20,370659094403601,21,34,c(-94.674931, 37.117084),"2007","143-72",-94.674931,37.117084,NA,NA
"8","Meade",-247.38,"Kismet NE",2007-01-23,371116100353601,119,33,c(-100.594315, 37.18826),"2007","287-216",-100.594315,37.18826,266.4899292,"263-328"
"9","Pratt",-35.67,"Sun City NE",2007-01-08,372902098473802,151,29,c(-98.793447, 37.48398),"2007","71-0",-98.793447,37.48398,119.3940887,"66-131"
"10","Pratt",-36.04,"Sun City NE",2007-04-05,372902098473802,151,29,c(-98.793447, 37.48398),"2007","71-0",-98.793447,37.48398,119.3940887,"66-131"
"11","Pratt",-35.4,"Sun City NE",2007-06-25,372902098473802,151,29,c(-98.793447, 37.48398),"2007","71-0",-98.793447,37.48398,119.3940887,"66-131"
"12","Pratt",-35.18,"Sun City NE",2007-10-01,372902098473802,151,29,c(-98.793447, 37.48398),"2007","71-0",-98.793447,37.48398,119.3940887,"66-131"
"13","Pratt",-35.92,"Sun City NE",2007-01-08,372902098473803,151,29,c(-98.793427, 37.483942),"2007","71-0",-98.793427,37.483942,119.3940887,"66-131"
"14","Pratt",-35.92,"Sun City NE",2007-04-05,372902098473803,151,29,c(-98.793427, 37.483942),"2007","71-0",-98.793427,37.483942,119.3940887,"66-131"
"15","Pratt",-35.3,"Sun City NE",2007-06-25,372902098473803,151,29,c(-98.793427, 37.483942),"2007","71-0",-98.793427,37.483942,119.3940887,"66-131"
"16","Pratt",-35.05,"Sun City NE",2007-10-01,372902098473803,151,29,c(-98.793427, 37.483942),"2007","71-0",-98.793427,37.483942,119.3940887,"66-131"
"17","Haskell",-298.77,"Sublette",2007-01-09,372916100453401,81,29,c(-100.761626, 37.484684),"2007","359-288",-100.761626,37.484684,191.1691132,"132-197"
"18","Seward",-265.99,"Sublette SW",2007-01-24,371641100594601,175,32,c(-100.996843, 37.278474),"2007","287-216",-100.996843,37.278474,202.8879242,"198-262"
"19","Stevens",-214.9,"WOODS",2007-01-24,370958101055501,189,33,c(-101.103341, 37.162395),"2007","215-144",-101.103341,37.162395,321.0385132,"263-328"
"20","Morton",-91.95,"Rolla NE",2007-01-24,371103101334301,129,33,c(-101.563638, 37.184785),"2007","143-72",-101.563638,37.184785,273.7145386,"263-328"
"21","Gray",-255.23,"Copeland SE",2007-01-08,373054100354402,69,29,c(-100.597732, 37.514304),"2007","287-216",-100.597732,37.514304,178.2752533,"132-197"
"22","Morton",-231.51,"Shore Airport SE",2007-01-24,372043101363101,129,31,c(-101.610442, 37.344952),"2007","287-216",-101.610442,37.344952,34.85247421,"0-65"
"23","Ford",-38.27,"Minneola",2007-01-12,372906100072002,57,29,c(-100.123595, 37.487889),"2007","71-0",-100.123595,37.487889,147.8143311,"132-197"
"24","Meade",-59.95,"MEADE NE",2007-01-23,372446100160201,119,30,c(-100.270521, 37.416323),"2007","71-0",-100.270521,37.416323,260.5038452,"198-262"
"25","Sumner",-6.81,"CONWAY SPRINGS",2007-12-20,372317097434801,191,31,c(-97.73014, 37.386712),"2007","71-0",-97.73014,37.386712,NA,NA
"26","Stanton",-126.36,"Saunders",2007-04-04,372840102014101,187,29,c(-102.028654, 37.478867),"2007","143-72",-102.028654,37.478867,10,"0-65"
"27","Sumner",-16.04,"NORWICH",2007-12-20,372528097455901,191,30,c(-97.769317, 37.421033),"2007","71-0",-97.769317,37.421033,4.612901688,"0-65"
"28","Stanton",-199.06,"RICHFIELD NE",2007-01-25,372556101454002,187,30,c(-101.761947, 37.43234),"2007","215-144",-101.761947,37.43234,10,"0-65"
"29","Pratt",-54.96,"Isabel",2007-01-08,372818098345503,151,29,c(-98.582033, 37.470795),"2007","71-0",-98.582033,37.470795,110.6722717,"66-131"
"30","Pratt",-55.22,"Isabel",2007-04-05,372818098345503,151,29,c(-98.582033, 37.470795),"2007","71-0",-98.582033,37.470795,110.6722717,"66-131"
"31","Pratt",-53.84,"Isabel",2007-06-25,372818098345503,151,29,c(-98.582033, 37.470795),"2007","71-0",-98.582033,37.470795,110.6722717,"66-131"
"32","Pratt",-52.68,"Isabel",2007-10-01,372818098345503,151,29,c(-98.582033, 37.470795),"2007","71-0",-98.582033,37.470795,110.6722717,"66-131"
"33","Grant",-231.34,"Moscow NW",2007-01-16,372826101125501,67,30,c(-101.216446, 37.474564),"2007","287-216",-101.216446,37.474564,227.346344,"198-262"
"34","Pratt",-32.37,"Sun City NE",2007-01-09,372838098470601,151,29,c(-98.784215, 37.477647),"2007","71-0",-98.784215,37.477647,107.6531219,"66-131"
"35","Pratt",-5.08,"Cairo",2007-01-09,373905098332501,151,27,c(-98.557288, 37.652069),"2007","71-0",-98.557288,37.652069,121.8390961,"66-131"
"36","Kiowa",-102.39,"BRENGAM",2007-01-04,373612099093801,97,28,c(-99.163669, 37.602918),"2007","143-72",-99.163669,37.602918,112.3295593,"66-131"
"37","Kiowa",-102.23,"BRENGAM",2007-04-10,373612099093801,97,28,c(-99.163669, 37.602918),"2007","143-72",-99.163669,37.602918,112.3295593,"66-131"
"38","Kingman",-7.4,"PENALOSA",2007-01-10,373819098154001,95,28,c(-98.261955, 37.640191),"2007","71-0",-98.261955,37.640191,25.90983963,"0-65"
"39","Haskell",-236.85,"Wild Horse Lake",2007-01-08,373929100453601,81,27,c(-100.761438, 37.658774),"2007","287-216",-100.761438,37.658774,205.5494995,"198-262"
"40","Kiowa",-72.58,"HAVILAND NE",2007-01-06,373938099043601,97,27,c(-99.079053, 37.659267),"2007","143-72",-99.079053,37.659267,94.57846832,"66-131"
"41","Kiowa",-73.23,"HAVILAND NE",2007-04-10,373938099043601,97,27,c(-99.079053, 37.659267),"2007","143-72",-99.079053,37.659267,94.57846832,"66-131"
"42","Kiowa",-80.11,"HAVILAND NE",2007-10-18,373938099043601,97,27,c(-99.079053, 37.659267),"2007","143-72",-99.079053,37.659267,94.57846832,"66-131"
"43","Seward",-249.82,"Plains SW",2007-01-24,371706100432201,175,32,c(-100.725734, 37.28585),"2007","287-216",-100.725734,37.28585,200.6348267,"198-262"
"44","Ford",-153.72,"FORT DODGE SW",2007-01-12,373652099575901,57,28,c(-99.969991, 37.619051),"2007","215-144",-99.969991,37.619051,88.33330536,"66-131"
"45","Gray",-205.38,"Haggard",2007-01-08,373848100155901,69,28,c(-100.269121, 37.649852),"2007","215-144",-100.269121,37.649852,95.23243713,"66-131"
"46","Sedgwick",-28.86,NA,2007-12-17,373019097221301,173,29,c(-97.3699, 37.5047),"2007","71-0",-97.3699,37.5047,NA,NA
"47","Pratt",-101.34,"Coats",2007-01-08,373231098480401,151,29,c(-98.803, 37.5428),"2007","143-72",-98.803,37.5428,123.7307281,"66-131"
"48","Pratt",-101.45,"Coats",2007-01-09,373231098480401,151,29,c(-98.803, 37.5428),"2007","143-72",-98.803,37.5428,123.7307281,"66-131"
"49","Pratt",-101.31,"Coats",2007-04-05,373231098480401,151,29,c(-98.803, 37.5428),"2007","143-72",-98.803,37.5428,123.7307281,"66-131"
"50","Pratt",-101.2,"Coats",2007-06-25,373231098480401,151,29,c(-98.803, 37.5428),"2007","143-72",-98.803,37.5428,123.7307281,"66-131"
"51","Pratt",-101.34,"Coats",2007-10-01,373231098480401,151,29,c(-98.803, 37.5428),"2007","143-72",-98.803,37.5428,123.7307281,"66-131"
"52","Grant",-297.04,"Ulysses SW",2007-01-08,373009101234301,67,29,c(-101.394705, 37.503805),"2007","359-288",-101.394705,37.503805,195.8860016,"132-197"
"53","Kiowa",-157.66,"Mullinville",2007-01-04,373038099230801,97,29,c(-99.384835, 37.512637),"2007","215-144",-99.384835,37.512637,30.96618652,"0-65"
"54","Kiowa",-157.13,"Mullinville",2007-04-10,373038099230801,97,29,c(-99.384835, 37.512637),"2007","215-144",-99.384835,37.512637,30.96618652,"0-65"
"55","Kiowa",-158.41,"Mullinville",2007-10-18,373038099230801,97,29,c(-99.384835, 37.512637),"2007","215-144",-99.384835,37.512637,30.96618652,"0-65"
"56","Stanton",-249.49,"Big Bow",2007-01-25,373031101350901,187,29,c(-101.585947, 37.50809),"2007","287-216",-101.585947,37.50809,157.9047699,"132-197"
"57","Kiowa",-126,"Greensburg",2007-01-04,373453099161501,97,28,c(-99.27149, 37.58288),"2007","143-72",-99.27149,37.58288,64.73886108,"0-65"
"58","Kiowa",-125.84,"Greensburg",2007-04-10,373453099161501,97,28,c(-99.27149, 37.58288),"2007","143-72",-99.27149,37.58288,64.73886108,"0-65"
"59","Ford",-154.8,"FORT DODGE SW",2007-01-12,373318099532701,57,29,c(-99.893479, 37.558551),"2007","215-144",-99.893479,37.558551,108.5825348,"66-131"
"60","Ford",-106.25,"BUCKLIN",2007-01-17,373309099384901,57,29,c(-99.645121, 37.556441),"2007","143-72",-99.645121,37.556441,52.66797638,"0-65"
"61","Ford",-106.4,"BUCKLIN",2007-04-04,373309099384901,57,29,c(-99.645121, 37.556441),"2007","143-72",-99.645121,37.556441,52.66797638,"0-65"
"62","Ford",-106.34,"BUCKLIN",2007-10-18,373309099384901,57,29,c(-99.645121, 37.556441),"2007","143-72",-99.645121,37.556441,52.66797638,"0-65"
"63","Gray",-151.74,"Copeland SE",2007-01-30,373358100311001,69,28,c(-100.522752, 37.564683),"2007","215-144",-100.522752,37.564683,169.7614899,"132-197"
"64","Stanton",-270.05,"Johnson West",2007-04-04,373627101492301,187,28,c(-101.8256, 37.60738),"2007","287-216",-101.8256,37.60738,38.82801819,"0-65"
"65","Pratt",-2.01,"Cairo",2007-01-08,373933098353403,151,27,c(-98.592093, 37.660004),"2007","71-0",-98.592093,37.660004,135.794281,"132-197"
"66","Pratt",-0.61,"Cairo",2007-04-05,373933098353403,151,27,c(-98.592093, 37.660004),"2007","71-0",-98.592093,37.660004,135.794281,"132-197"
"67","Pratt",-1.17,"Cairo",2007-06-25,373933098353403,151,27,c(-98.592093, 37.660004),"2007","71-0",-98.592093,37.660004,135.794281,"132-197"
"68","Pratt",-2.37,"Cairo",2007-10-01,373933098353403,151,27,c(-98.592093, 37.660004),"2007","71-0",-98.592093,37.660004,135.794281,"132-197"
"69","Sedgwick",-13.09,"MAIZE",2007-01-19,374740097232803,173,26,c(-97.391528, 37.794409),"2007","71-0",-97.391528,37.794409,65.71052551,"0-65"
"70","Sedgwick",-12.1,"MAIZE",2007-04-11,374740097232803,173,26,c(-97.391528, 37.794409),"2007","71-0",-97.391528,37.794409,65.71052551,"0-65"
"71","Sedgwick",-9.86,"MAIZE",2007-07-30,374740097232803,173,26,c(-97.391528, 37.794409),"2007","71-0",-97.391528,37.794409,65.71052551,"0-65"
"72","Sedgwick",-10.72,"MAIZE",2007-10-25,374740097232803,173,26,c(-97.391528, 37.794409),"2007","71-0",-97.391528,37.794409,65.71052551,"0-65"
"73","Pratt",-62.11,"Coats NE",2007-01-09,374332098461103,151,27,c(-98.771543, 37.726301),"2007","71-0",-98.771543,37.726301,173.4464417,"132-197"
"74","Pratt",-61.47,"Coats NE",2007-04-05,374332098461103,151,27,c(-98.771543, 37.726301),"2007","71-0",-98.771543,37.726301,173.4464417,"132-197"
"75","Pratt",-61.38,"Coats NE",2007-06-25,374332098461103,151,27,c(-98.771543, 37.726301),"2007","71-0",-98.771543,37.726301,173.4464417,"132-197"
"76","Pratt",-60.7,"Coats NE",2007-10-01,374332098461103,151,27,c(-98.771543, 37.726301),"2007","71-0",-98.771543,37.726301,173.4464417,"132-197"
"77","Sedgwick",-25.66,"COLWICH",2007-01-19,374738097332202,173,26,c(-97.554982, 37.793876),"2007","71-0",-97.554982,37.793876,174.1762085,"132-197"
"78","Sedgwick",-24.85,"COLWICH",2007-04-11,374738097332202,173,26,c(-97.554982, 37.793876),"2007","71-0",-97.554982,37.793876,174.1762085,"132-197"
