"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat"
"1","Greeley",-164.1,"North of Tribune",1988-01-04,383220101470801,71,17,c(-101.787084, 38.538215),"1988","215-144",-101.787084,38.538215
"2","Greeley",-171.68,"North of Tribune",1988-09-27,383220101470801,71,17,c(-101.787084, 38.538215),"1988","215-144",-101.787084,38.538215
"3","Greeley",-164.67,"North of Tribune",1989-01-09,383220101470801,71,17,c(-101.787084, 38.538215),"1989","215-144",-101.787084,38.538215
"4","Greeley",-170.03,"North of Tribune",1989-06-28,383220101470801,71,17,c(-101.787084, 38.538215),"1989","215-144",-101.787084,38.538215
"5","Greeley",-165,"North of Tribune",1989-10-11,383220101470801,71,17,c(-101.787084, 38.538215),"1989","215-144",-101.787084,38.538215
"6","Greeley",-162.38,"North of Tribune",1990-01-08,383220101470801,71,17,c(-101.787084, 38.538215),"1990","215-144",-101.787084,38.538215
"7","Greeley",-161.47,"North of Tribune",1990-04-23,383220101470801,71,17,c(-101.787084, 38.538215),"1990","215-144",-101.787084,38.538215
"8","Greeley",-172.64,"North of Tribune",1990-09-06,383220101470801,71,17,c(-101.787084, 38.538215),"1990","215-144",-101.787084,38.538215
"9","Greeley",-162.7,"North of Tribune",1991-01-07,383220101470801,71,17,c(-101.787084, 38.538215),"1991","215-144",-101.787084,38.538215
"10","Greeley",-161.52,"North of Tribune",1991-03-19,383220101470801,71,17,c(-101.787084, 38.538215),"1991","215-144",-101.787084,38.538215
"11","Greeley",-168.8,"North of Tribune",1991-09-16,383220101470801,71,17,c(-101.787084, 38.538215),"1991","215-144",-101.787084,38.538215
"12","Greeley",-161.5,"North of Tribune",1992-01-06,383220101470801,71,17,c(-101.787084, 38.538215),"1992","215-144",-101.787084,38.538215
"13","Greeley",-162.22,"North of Tribune",1992-06-16,383220101470801,71,17,c(-101.787084, 38.538215),"1992","215-144",-101.787084,38.538215
"14","Greeley",-163.3,"North of Tribune",1992-09-22,383220101470801,71,17,c(-101.787084, 38.538215),"1992","215-144",-101.787084,38.538215
"15","Greeley",-160.8,"North of Tribune",1993-04-14,383220101470801,71,17,c(-101.787084, 38.538215),"1993","215-144",-101.787084,38.538215
"16","Greeley",-169.05,"North of Tribune",1993-09-16,383220101470801,71,17,c(-101.787084, 38.538215),"1993","215-144",-101.787084,38.538215
"17","Greeley",-161.66,"North of Tribune",1994-01-03,383220101470801,71,17,c(-101.787084, 38.538215),"1994","215-144",-101.787084,38.538215
"18","Greeley",-172.56,"North of Tribune",1994-09-20,383220101470801,71,17,c(-101.787084, 38.538215),"1994","215-144",-101.787084,38.538215
"19","Greeley",-162.43,"North of Tribune",1995-01-09,383220101470801,71,17,c(-101.787084, 38.538215),"1995","215-144",-101.787084,38.538215
"20","Greeley",-161.12,"North of Tribune",1995-03-22,383220101470801,71,17,c(-101.787084, 38.538215),"1995","215-144",-101.787084,38.538215
"21","Greeley",-166.01,"North of Tribune",1995-09-25,383220101470801,71,17,c(-101.787084, 38.538215),"1995","215-144",-101.787084,38.538215
"22","Greeley",-163.85,"North of Tribune",1996-01-09,383220101470801,71,17,c(-101.787084, 38.538215),"1996","215-144",-101.787084,38.538215
"23","Greeley",-167.16,"North of Tribune",1996-09-25,383220101470801,71,17,c(-101.787084, 38.538215),"1996","215-144",-101.787084,38.538215
"24","Greeley",-163.1,"North of Tribune",1997-01-07,383220101470801,71,17,c(-101.787084, 38.538215),"1997","215-144",-101.787084,38.538215
"25","Greeley",-164.13,"North of Tribune",1998-01-07,383220101470801,71,17,c(-101.787084, 38.538215),"1998","215-144",-101.787084,38.538215
"26","Greeley",-178.94,"North of Tribune",1999-01-05,383220101470801,71,17,c(-101.787084, 38.538215),"1999","215-144",-101.787084,38.538215
"27","Greeley",-163.7,"North of Tribune",2000-01-06,383220101470801,71,17,c(-101.787084, 38.538215),"2000","215-144",-101.787084,38.538215
"28","Greeley",-167.19,"North of Tribune",2001-01-02,383220101470801,71,17,c(-101.787084, 38.538215),"2001","215-144",-101.787084,38.538215
"29","Greeley",-163.68,"North of Tribune",2002-01-09,383220101470801,71,17,c(-101.787084, 38.538215),"2002","215-144",-101.787084,38.538215
"30","Greeley",-169.94,"North of Tribune",2004-01-08,383220101470801,71,17,c(-101.787084, 38.538215),"2004","215-144",-101.787084,38.538215
"31","Greeley",-165.23,"North of Tribune",2005-01-09,383220101470801,71,17,c(-101.787084, 38.538215),"2005","215-144",-101.787084,38.538215
"32","Greeley",-164.78,"North of Tribune",2006-01-06,383220101470801,71,17,c(-101.787084, 38.538215),"2006","215-144",-101.787084,38.538215
"33","Greeley",-166.46,"North of Tribune",2007-02-26,383220101470801,71,17,c(-101.787084, 38.538215),"2007","215-144",-101.787084,38.538215
"34","Greeley",-167.42,"North of Tribune",2008-01-06,383220101470801,71,17,c(-101.787084, 38.538215),"2008","215-144",-101.787084,38.538215
"35","Greeley",-166.28,"North of Tribune",2008-01-06,383220101470801,71,17,c(-101.787084, 38.538215),"2008","215-144",-101.787084,38.538215
"36","Greeley",-167.42,"North of Tribune",2009-01-06,383220101470801,71,17,c(-101.787084, 38.538215),"2009","215-144",-101.787084,38.538215
"37","Greeley",-167.12,"North of Tribune",2010-01-04,383220101470801,71,17,c(-101.787084, 38.538215),"2010","215-144",-101.787084,38.538215
"38","Greeley",-167.2,"North of Tribune",2011-01-05,383220101470801,71,17,c(-101.787084, 38.538215),"2011","215-144",-101.787084,38.538215
"39","Greeley",-167.46,"North of Tribune",2012-01-05,383220101470801,71,17,c(-101.787084, 38.538215),"2012","215-144",-101.787084,38.538215
"40","Greeley",-167.48,"North of Tribune",2012-01-05,383220101470801,71,17,c(-101.787084, 38.538215),"2012","215-144",-101.787084,38.538215
"41","Greeley",-168.4,"North of Tribune",2013-01-04,383220101470801,71,17,c(-101.787084, 38.538215),"2013","215-144",-101.787084,38.538215
"42","Greeley",-169.66,"North of Tribune",2014-01-04,383220101470801,71,17,c(-101.787084, 38.538215),"2014","215-144",-101.787084,38.538215
"43","Greeley",-168.94,"North of Tribune",2015-01-04,383220101470801,71,17,c(-101.787084, 38.538215),"2015","215-144",-101.787084,38.538215
"44","Greeley",-169.82,"North of Tribune",2016-01-04,383220101470801,71,17,c(-101.787084, 38.538215),"2016","215-144",-101.787084,38.538215
"45","Greeley",-167.79,"North of Tribune",2017-02-20,383220101470801,71,17,c(-101.787084, 38.538215),"2017","215-144",-101.787084,38.538215
"46","Greeley",-167.8,"North of Tribune",2018-01-03,383220101470801,71,17,c(-101.787084, 38.538215),"2018","215-144",-101.787084,38.538215
"47","Greeley",-167.32,"North of Tribune",2019-01-03,383220101470801,71,17,c(-101.787084, 38.538215),"2019","215-144",-101.787084,38.538215
"48","Greeley",-167.18,"North of Tribune",2020-01-03,383220101470801,71,17,c(-101.787084, 38.538215),"2020","215-144",-101.787084,38.538215
"49","Greeley",-167.07,"North of Tribune",2021-01-05,383220101470801,71,17,c(-101.787084, 38.538215),"2021","215-144",-101.787084,38.538215
"50","Greeley",-168.4,"North of Tribune",2022-01-04,383220101470801,71,17,c(-101.787084, 38.538215),"2022","215-144",-101.787084,38.538215
"51","Greeley",-169.49,"North of Tribune",2023-01-05,383220101470801,71,17,c(-101.787084, 38.538215),"2023","215-144",-101.787084,38.538215
"52","Greeley",-166.8,"North of Tribune",2024-01-03,383220101470801,71,17,c(-101.787084, 38.538215),"2024","215-144",-101.787084,38.538215
"53","Greeley",-237.9,NA,2017-01-31,384107101544401,71,16,c(-101.911843, 38.682722),"2017","287-216",-101.911843,38.682722
"54","Greeley",-237,NA,2017-06-15,384107101544401,71,16,c(-101.911843, 38.682722),"2017","287-216",-101.911843,38.682722
"55","Greeley",-237.53,NA,2017-08-17,384107101544401,71,16,c(-101.911843, 38.682722),"2017","287-216",-101.911843,38.682722
"56","Greeley",-236.76,NA,2017-11-17,384107101544401,71,16,c(-101.911843, 38.682722),"2017","287-216",-101.911843,38.682722
"57","Greeley",-236.46,NA,2018-02-13,384107101544401,71,16,c(-101.911843, 38.682722),"2018","287-216",-101.911843,38.682722
"58","Greeley",-235.89,NA,2018-04-12,384107101544401,71,16,c(-101.911843, 38.682722),"2018","287-216",-101.911843,38.682722
"59","Greeley",-236.78,NA,2018-06-27,384107101544401,71,16,c(-101.911843, 38.682722),"2018","287-216",-101.911843,38.682722
"60","Greeley",-241.04,NA,2018-09-11,384107101544401,71,16,c(-101.911843, 38.682722),"2018","287-216",-101.911843,38.682722
"61","Greeley",-238.54,NA,2018-11-14,384107101544401,71,16,c(-101.911843, 38.682722),"2018","287-216",-101.911843,38.682722
"62","Greeley",-236.79,NA,2019-05-23,384107101544401,71,16,c(-101.911843, 38.682722),"2019","287-216",-101.911843,38.682722
"63","Greeley",-236.66,NA,2019-07-11,384107101544401,71,16,c(-101.911843, 38.682722),"2019","287-216",-101.911843,38.682722
"64","Greeley",-240.16,NA,2019-09-25,384107101544401,71,16,c(-101.911843, 38.682722),"2019","287-216",-101.911843,38.682722
"65","Greeley",-237.44,NA,2019-12-04,384107101544401,71,16,c(-101.911843, 38.682722),"2019","287-216",-101.911843,38.682722
"66","Greeley",-237.09,NA,2020-02-18,384107101544401,71,16,c(-101.911843, 38.682722),"2020","287-216",-101.911843,38.682722
"67","Greeley",-237.46,NA,2021-05-13,384107101544401,71,16,c(-101.911843, 38.682722),"2021","287-216",-101.911843,38.682722
"68","Greeley",-237.79,NA,2021-07-28,384107101544401,71,16,c(-101.911843, 38.682722),"2021","287-216",-101.911843,38.682722
