"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat"
"1","Haskell",-293.07,"Sublette",2005-01-12,372916100453401,81,29,c(-100.761626, 37.484684),"2005","359-288",-100.761626,37.484684
"2","Haskell",-295.84,"Sublette",2006-01-05,372916100453401,81,29,c(-100.761626, 37.484684),"2006","359-288",-100.761626,37.484684
"3","Haskell",-298.77,"Sublette",2007-01-09,372916100453401,81,29,c(-100.761626, 37.484684),"2007","359-288",-100.761626,37.484684
"4","Haskell",-302.16,"Sublette",2008-01-15,372916100453401,81,29,c(-100.761626, 37.484684),"2008","359-288",-100.761626,37.484684
"5","Haskell",-304.24,"Sublette",2009-01-07,372916100453401,81,29,c(-100.761626, 37.484684),"2009","359-288",-100.761626,37.484684
"6","Haskell",-307.54,"Sublette",2010-01-05,372916100453401,81,29,c(-100.761626, 37.484684),"2010","359-288",-100.761626,37.484684
"7","Haskell",-310.59,"Sublette",2011-01-04,372916100453401,81,29,c(-100.761626, 37.484684),"2011","359-288",-100.761626,37.484684
"8","Haskell",-315.37,"Sublette",2012-01-03,372916100453401,81,29,c(-100.761626, 37.484684),"2012","359-288",-100.761626,37.484684
"9","Haskell",-319.31,"Sublette",2013-01-07,372916100453401,81,29,c(-100.761626, 37.484684),"2013","359-288",-100.761626,37.484684
"10","Haskell",-320.56,"Sublette",2014-01-07,372916100453401,81,29,c(-100.761626, 37.484684),"2014","359-288",-100.761626,37.484684
"11","Haskell",-323.95,"Sublette",2015-01-05,372916100453401,81,29,c(-100.761626, 37.484684),"2015","359-288",-100.761626,37.484684
"12","Haskell",-181,NA,1964-12-01,372456100435101,81,30,c(-100.730966, 37.415718),"1964","215-144",-100.730966,37.415718
"13","Haskell",-181.42,NA,1964-12-10,372456100435101,81,30,c(-100.730966, 37.415718),"1964","215-144",-100.730966,37.415718
"14","Haskell",-188.29,NA,1965-01-28,372456100435101,81,30,c(-100.730966, 37.415718),"1965","215-144",-100.730966,37.415718
"15","Haskell",-182.16,NA,1966-01-18,372456100435101,81,30,c(-100.730966, 37.415718),"1966","215-144",-100.730966,37.415718
"16","Haskell",-183.37,NA,1967-01-24,372456100435101,81,30,c(-100.730966, 37.415718),"1967","215-144",-100.730966,37.415718
"17","Haskell",-184.16,NA,1968-01-15,372456100435101,81,30,c(-100.730966, 37.415718),"1968","215-144",-100.730966,37.415718
"18","Haskell",-191.07,NA,1968-06-21,372456100435101,81,30,c(-100.730966, 37.415718),"1968","215-144",-100.730966,37.415718
"19","Haskell",-186.44,NA,1968-09-11,372456100435101,81,30,c(-100.730966, 37.415718),"1968","215-144",-100.730966,37.415718
"20","Haskell",-186.15,NA,1968-12-17,372456100435101,81,30,c(-100.730966, 37.415718),"1968","215-144",-100.730966,37.415718
"21","Haskell",-186.26,NA,1969-01-21,372456100435101,81,30,c(-100.730966, 37.415718),"1969","215-144",-100.730966,37.415718
"22","Haskell",-186.06,NA,1969-04-14,372456100435101,81,30,c(-100.730966, 37.415718),"1969","215-144",-100.730966,37.415718
"23","Haskell",-231,NA,1964-12-01,372819101003001,81,30,c(-101.007926, 37.472125),"1964","287-216",-101.007926,37.472125
"24","Haskell",-231.02,NA,1964-12-08,372819101003001,81,30,c(-101.007926, 37.472125),"1964","287-216",-101.007926,37.472125
"25","Haskell",-227.87,NA,1966-01-20,372819101003001,81,30,c(-101.007926, 37.472125),"1966","287-216",-101.007926,37.472125
"26","Haskell",-233.47,NA,1967-01-24,372819101003001,81,30,c(-101.007926, 37.472125),"1967","287-216",-101.007926,37.472125
"27","Haskell",-230.76,NA,1968-01-15,372819101003001,81,30,c(-101.007926, 37.472125),"1968","287-216",-101.007926,37.472125
"28","Haskell",-234.2,NA,1969-01-21,372819101003001,81,30,c(-101.007926, 37.472125),"1969","287-216",-101.007926,37.472125
"29","Haskell",-235.29,NA,1970-01-20,372819101003001,81,30,c(-101.007926, 37.472125),"1970","287-216",-101.007926,37.472125
"30","Haskell",-240.49,NA,1971-01-19,372819101003001,81,30,c(-101.007926, 37.472125),"1971","287-216",-101.007926,37.472125
"31","Haskell",-244.55,NA,1972-01-20,372819101003001,81,30,c(-101.007926, 37.472125),"1972","287-216",-101.007926,37.472125
"32","Haskell",-246.84,NA,1973-01-22,372819101003001,81,30,c(-101.007926, 37.472125),"1973","287-216",-101.007926,37.472125
"33","Haskell",-249.1,NA,1974-01-16,372819101003001,81,30,c(-101.007926, 37.472125),"1974","287-216",-101.007926,37.472125
"34","Haskell",-357.46,NA,1998-01-30,372819101003001,81,30,c(-101.007926, 37.472125),"1998","359-288",-101.007926,37.472125
"35","Haskell",-237,NA,1964-12-01,372827100533301,81,30,c(-100.892654, 37.47413),"1964","287-216",-100.892654,37.47413
"36","Haskell",-236.75,NA,1964-12-08,372827100533301,81,30,c(-100.892654, 37.47413),"1964","287-216",-100.892654,37.47413
"37","Haskell",-242.79,NA,1965-01-28,372827100533301,81,30,c(-100.892654, 37.47413),"1965","287-216",-100.892654,37.47413
"38","Haskell",-234.77,NA,1966-01-20,372827100533301,81,30,c(-100.892654, 37.47413),"1966","287-216",-100.892654,37.47413
"39","Haskell",-237.66,NA,1967-01-24,372827100533301,81,30,c(-100.892654, 37.47413),"1967","287-216",-100.892654,37.47413
"40","Haskell",-240.52,NA,1968-01-15,372827100533301,81,30,c(-100.892654, 37.47413),"1968","287-216",-100.892654,37.47413
"41","Haskell",-243.84,NA,1969-01-21,372827100533301,81,30,c(-100.892654, 37.47413),"1969","287-216",-100.892654,37.47413
"42","Haskell",-243.52,NA,1970-01-21,372827100533301,81,30,c(-100.892654, 37.47413),"1970","287-216",-100.892654,37.47413
"43","Haskell",-245.86,NA,1971-01-19,372827100533301,81,30,c(-100.892654, 37.47413),"1971","287-216",-100.892654,37.47413
"44","Haskell",-249.47,NA,1972-01-20,372827100533301,81,30,c(-100.892654, 37.47413),"1972","287-216",-100.892654,37.47413
"45","Haskell",-252.7,NA,1973-01-16,372827100533301,81,30,c(-100.892654, 37.47413),"1973","287-216",-100.892654,37.47413
