"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat"
"1","Stafford",-9.84,NA,1973-04-06,375605098480401,185,24,c(-98.801501, 37.937149),"1973","71-0",-98.801501,37.937149
"2","Stafford",-11,NA,1973-06-27,375605098480401,185,24,c(-98.801501, 37.937149),"1973","71-0",-98.801501,37.937149
"3","Stafford",-8.07,NA,1973-10-03,375605098480401,185,24,c(-98.801501, 37.937149),"1973","71-0",-98.801501,37.937149
"4","Stafford",-7.56,NA,1973-12-17,375605098480401,185,24,c(-98.801501, 37.937149),"1973","71-0",-98.801501,37.937149
"5","Stafford",-7.39,NA,1974-03-14,375605098480401,185,24,c(-98.801501, 37.937149),"1974","71-0",-98.801501,37.937149
"6","Stafford",-7.93,NA,1974-06-24,375605098480401,185,24,c(-98.801501, 37.937149),"1974","71-0",-98.801501,37.937149
"7","Stafford",-9.97,NA,1974-09-23,375605098480401,185,24,c(-98.801501, 37.937149),"1974","71-0",-98.801501,37.937149
"8","Stafford",-10.34,NA,1974-12-18,375605098480401,185,24,c(-98.801501, 37.937149),"1974","71-0",-98.801501,37.937149
"9","Stafford",-10.51,NA,1975-03-25,375605098480401,185,24,c(-98.801501, 37.937149),"1975","71-0",-98.801501,37.937149
"10","Stafford",-10.74,NA,1975-06-20,375605098480401,185,24,c(-98.801501, 37.937149),"1975","71-0",-98.801501,37.937149
"11","Stafford",-12.13,NA,1975-09-22,375605098480401,185,24,c(-98.801501, 37.937149),"1975","71-0",-98.801501,37.937149
"12","Stafford",-12.24,NA,1975-12-16,375605098480401,185,24,c(-98.801501, 37.937149),"1975","71-0",-98.801501,37.937149
"13","Stafford",-12.33,NA,1976-03-17,375605098480401,185,24,c(-98.801501, 37.937149),"1976","71-0",-98.801501,37.937149
"14","Stafford",-10.72,NA,1976-06-28,375605098480401,185,24,c(-98.801501, 37.937149),"1976","71-0",-98.801501,37.937149
"15","Stafford",-12.27,NA,1976-09-20,375605098480401,185,24,c(-98.801501, 37.937149),"1976","71-0",-98.801501,37.937149
"16","Stafford",-11.98,NA,1976-12-21,375605098480401,185,24,c(-98.801501, 37.937149),"1976","71-0",-98.801501,37.937149
"17","Stafford",-12.08,NA,1977-03-21,375605098480401,185,24,c(-98.801501, 37.937149),"1977","71-0",-98.801501,37.937149
"18","Stafford",-12.49,NA,1977-06-14,375605098480401,185,24,c(-98.801501, 37.937149),"1977","71-0",-98.801501,37.937149
"19","Stafford",-11.8,NA,1977-09-30,375605098480401,185,24,c(-98.801501, 37.937149),"1977","71-0",-98.801501,37.937149
"20","Stafford",-12.48,NA,1978-03-20,375605098480401,185,24,c(-98.801501, 37.937149),"1978","71-0",-98.801501,37.937149
"21","Stafford",-11.99,NA,1978-06-28,375605098480401,185,24,c(-98.801501, 37.937149),"1978","71-0",-98.801501,37.937149
"22","Stafford",-13.54,NA,1978-10-04,375605098480401,185,24,c(-98.801501, 37.937149),"1978","71-0",-98.801501,37.937149
"23","Stafford",-12.8,NA,1979-01-08,375605098480401,185,24,c(-98.801501, 37.937149),"1979","71-0",-98.801501,37.937149
"24","Stafford",-12.71,NA,1979-02-13,375605098480401,185,24,c(-98.801501, 37.937149),"1979","71-0",-98.801501,37.937149
"25","Stafford",-13.09,NA,1979-03-29,375605098480401,185,24,c(-98.801501, 37.937149),"1979","71-0",-98.801501,37.937149
"26","Stafford",-13.07,NA,1979-06-25,375605098480401,185,24,c(-98.801501, 37.937149),"1979","71-0",-98.801501,37.937149
"27","Stafford",-13.3,NA,1979-09-21,375605098480401,185,24,c(-98.801501, 37.937149),"1979","71-0",-98.801501,37.937149
"28","Stafford",-12.89,NA,1980-04-10,375605098480401,185,24,c(-98.801501, 37.937149),"1980","71-0",-98.801501,37.937149
"29","Stafford",-13.2,NA,1980-06-26,375605098480401,185,24,c(-98.801501, 37.937149),"1980","71-0",-98.801501,37.937149
"30","Stafford",-14.07,NA,1980-09-18,375605098480401,185,24,c(-98.801501, 37.937149),"1980","71-0",-98.801501,37.937149
"31","Stafford",-14.05,NA,1981-01-28,375605098480401,185,24,c(-98.801501, 37.937149),"1981","71-0",-98.801501,37.937149
"32","Stafford",-14.06,NA,1981-03-27,375605098480401,185,24,c(-98.801501, 37.937149),"1981","71-0",-98.801501,37.937149
"33","Stafford",-14.48,NA,1981-06-19,375605098480401,185,24,c(-98.801501, 37.937149),"1981","71-0",-98.801501,37.937149
"34","Stafford",-15.64,NA,1981-09-23,375605098480401,185,24,c(-98.801501, 37.937149),"1981","71-0",-98.801501,37.937149
"35","Stafford",-15.1,NA,1981-12-18,375605098480401,185,24,c(-98.801501, 37.937149),"1981","71-0",-98.801501,37.937149
"36","Stafford",-15.45,NA,1982-01-25,375605098480401,185,24,c(-98.801501, 37.937149),"1982","71-0",-98.801501,37.937149
"37","Stafford",-14.81,NA,1982-03-18,375605098480401,185,24,c(-98.801501, 37.937149),"1982","71-0",-98.801501,37.937149
"38","Stafford",-15.05,NA,1982-06-11,375605098480401,185,24,c(-98.801501, 37.937149),"1982","71-0",-98.801501,37.937149
"39","Stafford",-16.14,NA,1982-09-09,375605098480401,185,24,c(-98.801501, 37.937149),"1982","71-0",-98.801501,37.937149
"40","Stafford",-15.81,NA,1982-12-21,375605098480401,185,24,c(-98.801501, 37.937149),"1982","71-0",-98.801501,37.937149
"41","Stafford",-15.68,NA,1983-01-25,375605098480401,185,24,c(-98.801501, 37.937149),"1983","71-0",-98.801501,37.937149
"42","Stafford",-15.67,NA,1983-03-11,375605098480401,185,24,c(-98.801501, 37.937149),"1983","71-0",-98.801501,37.937149
"43","Stafford",-17.03,NA,1983-06-09,375605098480401,185,24,c(-98.801501, 37.937149),"1983","71-0",-98.801501,37.937149
"44","Stafford",-16.2,NA,1983-09-08,375605098480401,185,24,c(-98.801501, 37.937149),"1983","71-0",-98.801501,37.937149
"45","Stafford",-15.3,NA,1983-12-09,375605098480401,185,24,c(-98.801501, 37.937149),"1983","71-0",-98.801501,37.937149
"46","Stafford",-15.68,NA,1984-01-10,375605098480401,185,24,c(-98.801501, 37.937149),"1984","71-0",-98.801501,37.937149
"47","Stafford",-15.14,NA,1984-03-09,375605098480401,185,24,c(-98.801501, 37.937149),"1984","71-0",-98.801501,37.937149
"48","Stafford",-14.38,NA,1984-06-04,375605098480401,185,24,c(-98.801501, 37.937149),"1984","71-0",-98.801501,37.937149
"49","Stafford",-16.68,NA,1984-09-14,375605098480401,185,24,c(-98.801501, 37.937149),"1984","71-0",-98.801501,37.937149
"50","Stafford",-16.28,NA,1984-12-11,375605098480401,185,24,c(-98.801501, 37.937149),"1984","71-0",-98.801501,37.937149
"51","Stafford",-15.1,NA,1985-01-15,375605098480401,185,24,c(-98.801501, 37.937149),"1985","71-0",-98.801501,37.937149
"52","Stafford",-15.83,NA,1985-03-12,375605098480401,185,24,c(-98.801501, 37.937149),"1985","71-0",-98.801501,37.937149
