"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat"
"1","McPherson",-68.65,"MCPHERSON SOUTH",1988-01-21,381859097420701,113,20,c(-97.699052, 38.315079),"1988","71-0",-97.699052,38.315079
"2","McPherson",-75.22,"MCPHERSON SOUTH",1989-01-17,381859097420701,113,20,c(-97.699052, 38.315079),"1989","143-72",-97.699052,38.315079
"3","McPherson",-69.9,"MCPHERSON SOUTH",1990-01-29,381859097420701,113,20,c(-97.699052, 38.315079),"1990","71-0",-97.699052,38.315079
"4","McPherson",-71.21,"MCPHERSON SOUTH",1991-01-23,381859097420701,113,20,c(-97.699052, 38.315079),"1991","71-0",-97.699052,38.315079
"5","McPherson",-72.75,"MCPHERSON SOUTH",1992-02-04,381859097420701,113,20,c(-97.699052, 38.315079),"1992","143-72",-97.699052,38.315079
"6","McPherson",-72.8,"MCPHERSON SOUTH",1993-01-07,381859097420701,113,20,c(-97.699052, 38.315079),"1993","143-72",-97.699052,38.315079
"7","McPherson",-72.18,"MCPHERSON SOUTH",1994-01-13,381859097420701,113,20,c(-97.699052, 38.315079),"1994","143-72",-97.699052,38.315079
"8","McPherson",-72.8,"MCPHERSON SOUTH",1995-01-24,381859097420701,113,20,c(-97.699052, 38.315079),"1995","143-72",-97.699052,38.315079
"9","McPherson",-73.09,"MCPHERSON SOUTH",1996-01-23,381859097420701,113,20,c(-97.699052, 38.315079),"1996","143-72",-97.699052,38.315079
"10","McPherson",-73.33,"MCPHERSON SOUTH",1997-01-02,381859097420701,113,20,c(-97.699052, 38.315079),"1997","143-72",-97.699052,38.315079
"11","McPherson",-73.5,"MCPHERSON SOUTH",1998-01-12,381859097420701,113,20,c(-97.699052, 38.315079),"1998","143-72",-97.699052,38.315079
"12","McPherson",-73.51,"MCPHERSON SOUTH",1999-01-07,381859097420701,113,20,c(-97.699052, 38.315079),"1999","143-72",-97.699052,38.315079
"13","McPherson",-72.76,"MCPHERSON SOUTH",2000-01-20,381859097420701,113,20,c(-97.699052, 38.315079),"2000","143-72",-97.699052,38.315079
"14","McPherson",-72.66,"MCPHERSON SOUTH",2001-01-24,381859097420701,113,20,c(-97.699052, 38.315079),"2001","143-72",-97.699052,38.315079
"15","McPherson",-73.26,"MCPHERSON SOUTH",2002-01-03,381859097420701,113,20,c(-97.699052, 38.315079),"2002","143-72",-97.699052,38.315079
"16","McPherson",-73.95,"MCPHERSON SOUTH",2003-01-08,381859097420701,113,20,c(-97.699052, 38.315079),"2003","143-72",-97.699052,38.315079
"17","McPherson",-74.66,"MCPHERSON SOUTH",2004-01-06,381859097420701,113,20,c(-97.699052, 38.315079),"2004","143-72",-97.699052,38.315079
"18","McPherson",-74.6,"MCPHERSON SOUTH",2005-01-17,381859097420701,113,20,c(-97.699052, 38.315079),"2005","143-72",-97.699052,38.315079
"19","McPherson",-75.69,"MCPHERSON SOUTH",2006-01-12,381859097420701,113,20,c(-97.699052, 38.315079),"2006","143-72",-97.699052,38.315079
"20","McPherson",-76.02,"MCPHERSON SOUTH",2007-01-16,381859097420701,113,20,c(-97.699052, 38.315079),"2007","143-72",-97.699052,38.315079
