"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat"
"1","Hamilton",-9.86,NA,1978-03-08,375611101395601,75,24,c(-101.666587, 37.936858),"1978","71-0",-101.666587,37.936858
"2","Hamilton",-15.05,NA,1978-06-13,375611101395601,75,24,c(-101.666587, 37.936858),"1978","71-0",-101.666587,37.936858
"3","Hamilton",-10.32,NA,1978-08-29,375611101395601,75,24,c(-101.666587, 37.936858),"1978","71-0",-101.666587,37.936858
"4","Hamilton",-10.03,NA,1978-11-30,375611101395601,75,24,c(-101.666587, 37.936858),"1978","71-0",-101.666587,37.936858
"5","Hamilton",-9.9,NA,1979-03-06,375611101395601,75,24,c(-101.666587, 37.936858),"1979","71-0",-101.666587,37.936858
"6","Hamilton",-9.5,NA,1979-06-20,375611101395601,75,24,c(-101.666587, 37.936858),"1979","71-0",-101.666587,37.936858
"7","Hamilton",-49,"Syracuse East",1962-02-01,375416101394401,75,25,c(-101.659449, 37.909244),"1962","71-0",-101.659449,37.909244
"8","Hamilton",-49.05,"Syracuse East",1962-02-14,375416101394401,75,25,c(-101.659449, 37.909244),"1962","71-0",-101.659449,37.909244
"9","Hamilton",-49.58,"Syracuse East",1963-02-20,375416101394401,75,25,c(-101.659449, 37.909244),"1963","71-0",-101.659449,37.909244
"10","Hamilton",-49.7,"Syracuse East",1964-04-02,375416101394401,75,25,c(-101.659449, 37.909244),"1964","71-0",-101.659449,37.909244
"11","Hamilton",-50.05,"Syracuse East",1965-03-29,375416101394401,75,25,c(-101.659449, 37.909244),"1965","71-0",-101.659449,37.909244
"12","Hamilton",-45.86,"Syracuse East",1966-01-18,375416101394401,75,25,c(-101.659449, 37.909244),"1966","71-0",-101.659449,37.909244
"13","Hamilton",-47.57,"Syracuse East",1967-01-24,375416101394401,75,25,c(-101.659449, 37.909244),"1967","71-0",-101.659449,37.909244
"14","Hamilton",-48.41,"Syracuse East",1968-01-16,375416101394401,75,25,c(-101.659449, 37.909244),"1968","71-0",-101.659449,37.909244
"15","Hamilton",-48.62,"Syracuse East",1969-01-20,375416101394401,75,25,c(-101.659449, 37.909244),"1969","71-0",-101.659449,37.909244
"16","Hamilton",-48.9,"Syracuse East",1970-01-19,375416101394401,75,25,c(-101.659449, 37.909244),"1970","71-0",-101.659449,37.909244
"17","Hamilton",-50.01,"Syracuse East",1971-01-19,375416101394401,75,25,c(-101.659449, 37.909244),"1971","71-0",-101.659449,37.909244
"18","Hamilton",-50.38,"Syracuse East",1972-01-18,375416101394401,75,25,c(-101.659449, 37.909244),"1972","71-0",-101.659449,37.909244
"19","Hamilton",-50.81,"Syracuse East",1973-01-23,375416101394401,75,25,c(-101.659449, 37.909244),"1973","71-0",-101.659449,37.909244
"20","Hamilton",-50.58,"Syracuse East",1974-01-24,375416101394401,75,25,c(-101.659449, 37.909244),"1974","71-0",-101.659449,37.909244
"21","Hamilton",-50.8,"Syracuse East",1975-01-15,375416101394401,75,25,c(-101.659449, 37.909244),"1975","71-0",-101.659449,37.909244
"22","Hamilton",-51.31,"Syracuse East",1976-01-20,375416101394401,75,25,c(-101.659449, 37.909244),"1976","71-0",-101.659449,37.909244
"23","Hamilton",-51.82,"Syracuse East",1978-01-12,375416101394401,75,25,c(-101.659449, 37.909244),"1978","71-0",-101.659449,37.909244
"24","Hamilton",-51.82,"Syracuse East",1979-01-05,375416101394401,75,25,c(-101.659449, 37.909244),"1979","71-0",-101.659449,37.909244
"25","Hamilton",-52.19,"Syracuse East",1980-01-14,375416101394401,75,25,c(-101.659449, 37.909244),"1980","71-0",-101.659449,37.909244
"26","Hamilton",-51.07,"Syracuse East",1981-01-16,375416101394401,75,25,c(-101.659449, 37.909244),"1981","71-0",-101.659449,37.909244
"27","Hamilton",-51.12,"Syracuse East",1982-01-14,375416101394401,75,25,c(-101.659449, 37.909244),"1982","71-0",-101.659449,37.909244
"28","Hamilton",-51,"Syracuse East",1983-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"1983","71-0",-101.659449,37.909244
"29","Hamilton",-50.81,"Syracuse East",1984-01-31,375416101394401,75,25,c(-101.659449, 37.909244),"1984","71-0",-101.659449,37.909244
"30","Hamilton",-48.19,"Syracuse East",1985-01-16,375416101394401,75,25,c(-101.659449, 37.909244),"1985","71-0",-101.659449,37.909244
"31","Hamilton",-51.27,"Syracuse East",1989-01-11,375416101394401,75,25,c(-101.659449, 37.909244),"1989","71-0",-101.659449,37.909244
"32","Hamilton",-50.67,"Syracuse East",1989-12-29,375416101394401,75,25,c(-101.659449, 37.909244),"1989","71-0",-101.659449,37.909244
"33","Hamilton",-50.89,"Syracuse East",1993-02-12,375416101394401,75,25,c(-101.659449, 37.909244),"1993","71-0",-101.659449,37.909244
"34","Hamilton",-50.92,"Syracuse East",1994-01-07,375416101394401,75,25,c(-101.659449, 37.909244),"1994","71-0",-101.659449,37.909244
"35","Hamilton",-50.55,"Syracuse East",1995-01-23,375416101394401,75,25,c(-101.659449, 37.909244),"1995","71-0",-101.659449,37.909244
"36","Hamilton",-49.39,"Syracuse East",1997-01-05,375416101394401,75,25,c(-101.659449, 37.909244),"1997","71-0",-101.659449,37.909244
"37","Hamilton",-49.5,"Syracuse East",1998-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"1998","71-0",-101.659449,37.909244
"38","Hamilton",-49.92,"Syracuse East",1999-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"1999","71-0",-101.659449,37.909244
"39","Hamilton",-48.78,"Syracuse East",2000-01-05,375416101394401,75,25,c(-101.659449, 37.909244),"2000","71-0",-101.659449,37.909244
"40","Hamilton",-48.6,"Syracuse East",2001-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"2001","71-0",-101.659449,37.909244
"41","Hamilton",-48.68,"Syracuse East",2001-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"2001","71-0",-101.659449,37.909244
"42","Hamilton",-48.66,"Syracuse East",2002-01-05,375416101394401,75,25,c(-101.659449, 37.909244),"2002","71-0",-101.659449,37.909244
"43","Hamilton",-49.01,"Syracuse East",2003-01-08,375416101394401,75,25,c(-101.659449, 37.909244),"2003","71-0",-101.659449,37.909244
"44","Hamilton",-49.46,"Syracuse East",2004-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"2004","71-0",-101.659449,37.909244
"45","Hamilton",-49.23,"Syracuse East",2005-01-10,375416101394401,75,25,c(-101.659449, 37.909244),"2005","71-0",-101.659449,37.909244
"46","Hamilton",-49.21,"Syracuse East",2005-01-10,375416101394401,75,25,c(-101.659449, 37.909244),"2005","71-0",-101.659449,37.909244
"47","Hamilton",-49.39,"Syracuse East",2006-01-07,375416101394401,75,25,c(-101.659449, 37.909244),"2006","71-0",-101.659449,37.909244
"48","Hamilton",-48.16,"Syracuse East",2008-01-29,375416101394401,75,25,c(-101.659449, 37.909244),"2008","71-0",-101.659449,37.909244
"49","Hamilton",-49.18,"Syracuse East",2009-01-06,375416101394401,75,25,c(-101.659449, 37.909244),"2009","71-0",-101.659449,37.909244
"50","Hamilton",-49.11,"Syracuse East",2010-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"2010","71-0",-101.659449,37.909244
"51","Hamilton",-49.15,"Syracuse East",2011-01-06,375416101394401,75,25,c(-101.659449, 37.909244),"2011","71-0",-101.659449,37.909244
"52","Hamilton",-49.5,"Syracuse East",2012-01-05,375416101394401,75,25,c(-101.659449, 37.909244),"2012","71-0",-101.659449,37.909244
"53","Hamilton",-49.66,"Syracuse East",2013-01-05,375416101394401,75,25,c(-101.659449, 37.909244),"2013","71-0",-101.659449,37.909244
"54","Hamilton",-50.56,"Syracuse East",2015-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"2015","71-0",-101.659449,37.909244
"55","Hamilton",-50.71,"Syracuse East",2016-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"2016","71-0",-101.659449,37.909244
"56","Hamilton",-50.41,"Syracuse East",2017-01-05,375416101394401,75,25,c(-101.659449, 37.909244),"2017","71-0",-101.659449,37.909244
"57","Hamilton",-50.27,"Syracuse East",2018-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"2018","71-0",-101.659449,37.909244
"58","Hamilton",-50.27,"Syracuse East",2018-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"2018","71-0",-101.659449,37.909244
"59","Hamilton",-49.79,"Syracuse East",2019-01-24,375416101394401,75,25,c(-101.659449, 37.909244),"2019","71-0",-101.659449,37.909244
"60","Hamilton",-49.28,"Syracuse East",2020-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"2020","71-0",-101.659449,37.909244
"61","Hamilton",-49.3,"Syracuse East",2021-01-06,375416101394401,75,25,c(-101.659449, 37.909244),"2021","71-0",-101.659449,37.909244
"62","Hamilton",-49.04,"Syracuse East",2022-01-05,375416101394401,75,25,c(-101.659449, 37.909244),"2022","71-0",-101.659449,37.909244
"63","Hamilton",-49.19,"Syracuse East",2023-01-05,375416101394401,75,25,c(-101.659449, 37.909244),"2023","71-0",-101.659449,37.909244
"64","Hamilton",-48.87,"Syracuse East",2024-01-04,375416101394401,75,25,c(-101.659449, 37.909244),"2024","71-0",-101.659449,37.909244
"65","Hamilton",-118,"SYRACUSE WEST SE",1984-05-16,374421101490901,75,26,c(-101.820852, 37.741443),"1984","143-72",-101.820852,37.741443
"66","Hamilton",-146.2,"SYRACUSE WEST SE",1989-02-10,374421101490901,75,26,c(-101.820852, 37.741443),"1989","215-144",-101.820852,37.741443
"67","Hamilton",-153.18,"SYRACUSE WEST SE",1990-01-03,374421101490901,75,26,c(-101.820852, 37.741443),"1990","215-144",-101.820852,37.741443
