"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Morton",-265.42,"ROLLA SE",2019-01-04,370136101360401,129,35,c(-101.600938, 37.025356),"2019","287-216",-101.600938,37.025356,248.9849548,"198-262"
"2","Seward",-175.18,"Liberal",2019-01-05,370023100550801,175,35,c(-100.917644, 37.005856),"2019","215-144",-100.917644,37.005856,479.9810486,"459-525"
"3","Seward",-175.6,"Liberal",2019-01-05,370023100550801,175,35,c(-100.917644, 37.005856),"2019","215-144",-100.917644,37.005856,479.9810486,"459-525"
"4","Morton",-120.15,"ELKHART NORTH",2019-01-24,370217101593801,129,35,c(-101.994048, 37.035692),"2019","143-72",-101.994048,37.035692,66.13626862,"66-131"
"5","Cherokee",-101.9,"BAXTER SPRINGS",2019-01-25,370659094403601,21,34,c(-94.674931, 37.117084),"2019","143-72",-94.674931,37.117084,NA,NA
"6","Cherokee",-95.8,"BAXTER SPRINGS",2019-05-15,370659094403601,21,34,c(-94.674931, 37.117084),"2019","143-72",-94.674931,37.117084,NA,NA
"7","Cherokee",-93.7,"BAXTER SPRINGS",2019-10-09,370659094403601,21,34,c(-94.674931, 37.117084),"2019","143-72",-94.674931,37.117084,NA,NA
"8","Pratt",-37.69,"Sun City NE",2019-01-14,372902098473802,151,29,c(-98.793447, 37.48398),"2019","71-0",-98.793447,37.48398,119.3940887,"66-131"
"9","Pratt",-37.65,"Sun City NE",2019-04-03,372902098473802,151,29,c(-98.793447, 37.48398),"2019","71-0",-98.793447,37.48398,119.3940887,"66-131"
"10","Pratt",-36.49,"Sun City NE",2019-07-15,372902098473802,151,29,c(-98.793447, 37.48398),"2019","71-0",-98.793447,37.48398,119.3940887,"66-131"
"11","Pratt",-36.45,"Sun City NE",2019-10-14,372902098473802,151,29,c(-98.793447, 37.48398),"2019","71-0",-98.793447,37.48398,119.3940887,"66-131"
"12","Pratt",-37.62,"Sun City NE",2019-01-14,372902098473803,151,29,c(-98.793427, 37.483942),"2019","71-0",-98.793427,37.483942,119.3940887,"66-131"
"13","Pratt",-37.52,"Sun City NE",2019-04-03,372902098473803,151,29,c(-98.793427, 37.483942),"2019","71-0",-98.793427,37.483942,119.3940887,"66-131"
"14","Pratt",-36.34,"Sun City NE",2019-07-15,372902098473803,151,29,c(-98.793427, 37.483942),"2019","71-0",-98.793427,37.483942,119.3940887,"66-131"
"15","Pratt",-36.32,"Sun City NE",2019-10-14,372902098473803,151,29,c(-98.793427, 37.483942),"2019","71-0",-98.793427,37.483942,119.3940887,"66-131"
"16","Seward",-286.99,"Sublette SW",2019-01-05,371641100594601,175,32,c(-100.996843, 37.278474),"2019","287-216",-100.996843,37.278474,202.8879242,"198-262"
"17","Morton",-156.3,"ELKHART NE",2019-01-24,371331101510002,129,32,c(-101.851594, 37.226627),"2019","215-144",-101.851594,37.226627,35.52557373,"0-65"
"18","Stevens",-272.26,"WOODS",2019-01-05,370958101055501,189,33,c(-101.103341, 37.162395),"2019","287-216",-101.103341,37.162395,321.0385132,"263-328"
"19","Morton",-100.11,"Rolla NE",2019-01-04,371103101334301,129,33,c(-101.563638, 37.184785),"2019","143-72",-101.563638,37.184785,273.7145386,"263-328"
"20","Gray",-291.69,"Copeland SE",2019-01-02,373054100354402,69,29,c(-100.597732, 37.514304),"2019","359-288",-100.597732,37.514304,178.2752533,"132-197"
"21","Morton",-240.12,"Shore Airport SE",2019-01-24,372043101363101,129,31,c(-101.610442, 37.344952),"2019","287-216",-101.610442,37.344952,34.85247421,"0-65"
"22","Ford",-52.09,"Minneola",2019-01-05,372906100072002,57,29,c(-100.123595, 37.487889),"2019","71-0",-100.123595,37.487889,147.8143311,"132-197"
"23","Meade",-104.02,"MEADE NE",2019-01-05,372446100160201,119,30,c(-100.270521, 37.416323),"2019","143-72",-100.270521,37.416323,260.5038452,"198-262"
"24","Stanton",-151.2,"Saunders",2019-01-24,372840102014101,187,29,c(-102.028654, 37.478867),"2019","215-144",-102.028654,37.478867,10,"0-65"
"25","Stanton",-205.2,"RICHFIELD NE",2019-01-04,372556101454002,187,30,c(-101.761947, 37.43234),"2019","215-144",-101.761947,37.43234,10,"0-65"
"26","Pratt",-57.33,"Isabel",2019-01-14,372818098345503,151,29,c(-98.582033, 37.470795),"2019","71-0",-98.582033,37.470795,110.6722717,"66-131"
"27","Pratt",-57.03,"Isabel",2019-04-03,372818098345503,151,29,c(-98.582033, 37.470795),"2019","71-0",-98.582033,37.470795,110.6722717,"66-131"
"28","Pratt",-54.39,"Isabel",2019-07-15,372818098345503,151,29,c(-98.582033, 37.470795),"2019","71-0",-98.582033,37.470795,110.6722717,"66-131"
"29","Pratt",-54.43,"Isabel",2019-10-14,372818098345503,151,29,c(-98.582033, 37.470795),"2019","71-0",-98.582033,37.470795,110.6722717,"66-131"
"30","Grant",-253.36,"Moscow NW",2019-01-03,372826101125501,67,30,c(-101.216446, 37.474564),"2019","287-216",-101.216446,37.474564,227.346344,"198-262"
"31","Pratt",-33.77,"Sun City NE",2019-01-22,372838098470601,151,29,c(-98.784215, 37.477647),"2019","71-0",-98.784215,37.477647,107.6531219,"66-131"
"32","Kiowa",-107.85,"BRENGAM",2019-01-08,373612099093801,97,28,c(-99.163669, 37.602918),"2019","143-72",-99.163669,37.602918,112.3295593,"66-131"
"33","Kiowa",-107.29,"BRENGAM",2019-04-25,373612099093801,97,28,c(-99.163669, 37.602918),"2019","143-72",-99.163669,37.602918,112.3295593,"66-131"
"34","Kiowa",-107.5,"BRENGAM",2019-10-15,373612099093801,97,28,c(-99.163669, 37.602918),"2019","143-72",-99.163669,37.602918,112.3295593,"66-131"
"35","Kingman",-6.32,"PENALOSA",2019-01-16,373819098154001,95,28,c(-98.261955, 37.640191),"2019","71-0",-98.261955,37.640191,25.90983963,"0-65"
"36","Kiowa",-75.29,"HAVILAND NE",2019-01-08,373938099043601,97,27,c(-99.079053, 37.659267),"2019","143-72",-99.079053,37.659267,94.57846832,"66-131"
"37","Kiowa",-80.23,"HAVILAND NE",2019-04-25,373938099043601,97,27,c(-99.079053, 37.659267),"2019","143-72",-99.079053,37.659267,94.57846832,"66-131"
"38","Kiowa",-74.37,"HAVILAND NE",2019-10-16,373938099043601,97,27,c(-99.079053, 37.659267),"2019","143-72",-99.079053,37.659267,94.57846832,"66-131"
"39","Kiowa",-75.66,"HAVILAND NE",2019-12-31,373938099043601,97,27,c(-99.079053, 37.659267),"2019","143-72",-99.079053,37.659267,94.57846832,"66-131"
"40","Ford",-163.54,"FORT DODGE SW",2019-01-05,373652099575901,57,28,c(-99.969991, 37.619051),"2019","215-144",-99.969991,37.619051,88.33330536,"66-131"
"41","Ford",-58.1,"BUCKLIN SE",2019-01-05,373644099354101,57,28,c(-99.59493, 37.61657),"2019","71-0",-99.59493,37.61657,15.7140522,"0-65"
"42","Pratt",-104.66,"Coats",2019-01-14,373231098480401,151,29,c(-98.803, 37.5428),"2019","143-72",-98.803,37.5428,123.7307281,"66-131"
