"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Morton",-235.16,"ROLLA SE",2002-01-07,370136101360401,129,35,c(-101.600938, 37.025356),"2002","287-216",-101.600938,37.025356,248.9849548,"198-262"
"2","Seward",-146.88,"Liberal",2002-01-06,370023100550801,175,35,c(-100.917644, 37.005856),"2002","215-144",-100.917644,37.005856,479.9810486,"459-525"
"3","Morton",-102.35,"ELKHART NORTH",2002-01-07,370217101593801,129,35,c(-101.994048, 37.035692),"2002","143-72",-101.994048,37.035692,66.13626862,"66-131"
"4","Pratt",-32.08,"Sun City NE",2002-01-03,372902098473802,151,29,c(-98.793447, 37.48398),"2002","71-0",-98.793447,37.48398,119.3940887,"66-131"
"5","Pratt",-32.73,"Sun City NE",2002-04-03,372902098473802,151,29,c(-98.793447, 37.48398),"2002","71-0",-98.793447,37.48398,119.3940887,"66-131"
"6","Pratt",-32.97,"Sun City NE",2002-07-11,372902098473802,151,29,c(-98.793447, 37.48398),"2002","71-0",-98.793447,37.48398,119.3940887,"66-131"
"7","Pratt",-33.32,"Sun City NE",2002-10-10,372902098473802,151,29,c(-98.793447, 37.48398),"2002","71-0",-98.793447,37.48398,119.3940887,"66-131"
"8","Pratt",-32.52,"Sun City NE",2002-01-03,372902098473803,151,29,c(-98.793427, 37.483942),"2002","71-0",-98.793427,37.483942,119.3940887,"66-131"
"9","Pratt",-32.65,"Sun City NE",2002-04-03,372902098473803,151,29,c(-98.793427, 37.483942),"2002","71-0",-98.793427,37.483942,119.3940887,"66-131"
"10","Pratt",-33.01,"Sun City NE",2002-07-11,372902098473803,151,29,c(-98.793427, 37.483942),"2002","71-0",-98.793427,37.483942,119.3940887,"66-131"
"11","Pratt",-33.26,"Sun City NE",2002-10-10,372902098473803,151,29,c(-98.793427, 37.483942),"2002","71-0",-98.793427,37.483942,119.3940887,"66-131"
"12","Seward",-257.48,"Sublette SW",2002-01-06,371641100594601,175,32,c(-100.996843, 37.278474),"2002","287-216",-100.996843,37.278474,202.8879242,"198-262"
"13","Stevens",-195.31,"WOODS",2002-01-07,370958101055501,189,33,c(-101.103341, 37.162395),"2002","215-144",-101.103341,37.162395,321.0385132,"263-328"
"14","Morton",-90.57,"Rolla NE",2002-01-07,371103101334301,129,33,c(-101.563638, 37.184785),"2002","143-72",-101.563638,37.184785,273.7145386,"263-328"
"15","Gray",-236.22,"Copeland SE",2002-01-07,373054100354402,69,29,c(-100.597732, 37.514304),"2002","287-216",-100.597732,37.514304,178.2752533,"132-197"
"16","Morton",-230.64,"Shore Airport SE",2002-01-08,372043101363101,129,31,c(-101.610442, 37.344952),"2002","287-216",-101.610442,37.344952,34.85247421,"0-65"
"17","Meade",-52.99,"MEADE NE",2002-01-07,372446100160201,119,30,c(-100.270521, 37.416323),"2002","71-0",-100.270521,37.416323,260.5038452,"198-262"
"18","Stanton",-124.39,"Saunders",2002-01-02,372840102014101,187,29,c(-102.028654, 37.478867),"2002","143-72",-102.028654,37.478867,10,"0-65"
"19","Stanton",-198.89,"RICHFIELD NE",2002-01-03,372556101454002,187,30,c(-101.761947, 37.43234),"2002","215-144",-101.761947,37.43234,10,"0-65"
