"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Morton",-281.62,"ROLLA SE",2024-01-04,370136101360401,129,35,c(-101.600938, 37.025356),"2024","287-216",-101.600938,37.025356,248.9849548,"198-262"
"2","Seward",-184.15,"Liberal",2024-01-04,370023100550801,175,35,c(-100.917644, 37.005856),"2024","215-144",-100.917644,37.005856,479.9810486,"459-525"
"3","Morton",-124.6,"ELKHART NORTH",2024-01-04,370217101593801,129,35,c(-101.994048, 37.035692),"2024","143-72",-101.994048,37.035692,66.13626862,"66-131"
"4","Pratt",-38.6,"Sun City NE",2024-01-25,372902098473802,151,29,c(-98.793447, 37.48398),"2024","71-0",-98.793447,37.48398,119.3940887,"66-131"
"5","Pratt",-38.82,"Sun City NE",2024-01-25,372902098473803,151,29,c(-98.793427, 37.483942),"2024","71-0",-98.793427,37.483942,119.3940887,"66-131"
"6","Morton",-163.75,"ELKHART NE",2024-01-04,371331101510002,129,32,c(-101.851594, 37.226627),"2024","215-144",-101.851594,37.226627,35.52557373,"0-65"
"7","Stevens",-288.36,"WOODS",2024-01-04,370958101055501,189,33,c(-101.103341, 37.162395),"2024","359-288",-101.103341,37.162395,321.0385132,"263-328"
"8","Morton",-106.25,"Rolla NE",2024-01-04,371103101334301,129,33,c(-101.563638, 37.184785),"2024","143-72",-101.563638,37.184785,273.7145386,"263-328"
"9","Gray",-303.29,"Copeland SE",2024-01-03,373054100354402,69,29,c(-100.597732, 37.514304),"2024","359-288",-100.597732,37.514304,178.2752533,"132-197"
"10","Morton",-253.4,"Shore Airport SE",2024-01-04,372043101363101,129,31,c(-101.610442, 37.344952),"2024","287-216",-101.610442,37.344952,34.85247421,"0-65"
"11","Morton",-238.38,"Shore Airport SE",2024-02-13,372043101363101,129,31,c(-101.610442, 37.344952),"2024","287-216",-101.610442,37.344952,34.85247421,"0-65"
"12","Ford",-56.7,"Minneola",2024-01-05,372906100072002,57,29,c(-100.123595, 37.487889),"2024","71-0",-100.123595,37.487889,147.8143311,"132-197"
"13","Meade",-111.4,"MEADE NE",2024-01-05,372446100160201,119,30,c(-100.270521, 37.416323),"2024","143-72",-100.270521,37.416323,260.5038452,"198-262"
"14","Meade",-122.75,"MEADE NE",2024-01-05,372446100160201,119,30,c(-100.270521, 37.416323),"2024","143-72",-100.270521,37.416323,260.5038452,"198-262"
"15","Stanton",-249.57,"Saunders",2024-01-04,372840102014101,187,29,c(-102.028654, 37.478867),"2024","287-216",-102.028654,37.478867,10,"0-65"
"16","Stanton",-206.3,"RICHFIELD NE",2024-01-04,372556101454002,187,30,c(-101.761947, 37.43234),"2024","215-144",-101.761947,37.43234,10,"0-65"
