"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Morton",-222.69,"ROLLA SE",1984-02-21,370136101360401,129,35,c(-101.600938, 37.025356),"1984","287-216",-101.600938,37.025356,248.9849548,"198-262"
"2","Seward",-121.33,"Liberal",1984-01-12,370023100550801,175,35,c(-100.917644, 37.005856),"1984","143-72",-100.917644,37.005856,479.9810486,"459-525"
"3","Morton",-77.81,"ELKHART NORTH",1984-02-21,370217101593801,129,35,c(-101.994048, 37.035692),"1984","143-72",-101.994048,37.035692,66.13626862,"66-131"
"4","Stevens",-144.67,"HUGOTON SW",1984-05-10,370246101261701,189,34,c(-101.438238, 37.046497),"1984","215-144",-101.438238,37.046497,332.7061157,"328-393"
"5","Morton",-150.27,NA,1984-01-05,370625102021201,129,34,c(-102.035118, 37.105735),"1984","215-144",-102.035118,37.105735,10,"0-65"
"6","Morton",-43.24,NA,1984-01-05,370927101472401,129,33,c(-101.790299, 37.157098),"1984","71-0",-101.790299,37.157098,48.42269135,"0-65"
"7","Stevens",-95.29,NA,1984-01-06,370930101185001,189,33,c(-101.315057, 37.158091),"1984","143-72",-101.315057,37.158091,419.6160889,"393-459"
"8","Stevens",-90.81,NA,1984-01-06,371134101211701,189,33,c(-101.356026, 37.192606),"1984","143-72",-101.356026,37.192606,396.286377,"393-459"
"9","Stevens",-112.8,"WOODS NW",1984-01-06,371143101080501,189,33,c(-101.131909, 37.190821),"1984","143-72",-101.131909,37.190821,304.1519775,"263-328"
"10","Meade",-74.69,NA,1984-01-11,372743100162501,119,30,c(-100.276361, 37.464943),"1984","143-72",-100.276361,37.464943,190.1746521,"132-197"
"11","Pratt",-35.44,"Sun City NE",1984-01-30,372902098473802,151,29,c(-98.793447, 37.48398),"1984","71-0",-98.793447,37.48398,119.3940887,"66-131"
"12","Pratt",-35.39,"Sun City NE",1984-03-27,372902098473802,151,29,c(-98.793447, 37.48398),"1984","71-0",-98.793447,37.48398,119.3940887,"66-131"
"13","Pratt",-35.17,"Sun City NE",1984-08-06,372902098473802,151,29,c(-98.793447, 37.48398),"1984","71-0",-98.793447,37.48398,119.3940887,"66-131"
"14","Pratt",-35.4,"Sun City NE",1984-10-22,372902098473802,151,29,c(-98.793447, 37.48398),"1984","71-0",-98.793447,37.48398,119.3940887,"66-131"
"15","Pratt",-36.54,"Sun City NE",1984-01-30,372902098473803,151,29,c(-98.793427, 37.483942),"1984","71-0",-98.793427,37.483942,119.3940887,"66-131"
"16","Pratt",-35.33,"Sun City NE",1984-03-27,372902098473803,151,29,c(-98.793427, 37.483942),"1984","71-0",-98.793427,37.483942,119.3940887,"66-131"
"17","Pratt",-35.19,"Sun City NE",1984-08-06,372902098473803,151,29,c(-98.793427, 37.483942),"1984","71-0",-98.793427,37.483942,119.3940887,"66-131"
"18","Pratt",-35.43,"Sun City NE",1984-10-22,372902098473803,151,29,c(-98.793427, 37.483942),"1984","71-0",-98.793427,37.483942,119.3940887,"66-131"
"19","Meade",-9.39,NA,1984-01-11,372452100153801,119,30,c(-100.262735, 37.417412),"1984","71-0",-100.262735,37.417412,244.6885071,"198-262"
"20","Meade",-9.52,NA,1984-04-12,372452100153801,119,30,c(-100.262735, 37.417412),"1984","71-0",-100.262735,37.417412,244.6885071,"198-262"
"21","Meade",-10.31,NA,1984-07-25,372452100153801,119,30,c(-100.262735, 37.417412),"1984","71-0",-100.262735,37.417412,244.6885071,"198-262"
"22","Meade",-9.7,NA,1984-10-01,372452100153801,119,30,c(-100.262735, 37.417412),"1984","71-0",-100.262735,37.417412,244.6885071,"198-262"
"23","Seward",-223.05,"Sublette SW",1984-01-11,371641100594601,175,32,c(-100.996843, 37.278474),"1984","287-216",-100.996843,37.278474,202.8879242,"198-262"
"24","Seward",-256.2,NA,1984-01-11,371529101022001,175,32,c(-101.03981, 37.257989),"1984","287-216",-101.03981,37.257989,213.2106018,"198-262"
"25","Stevens",-129.35,"WOODS",1984-01-06,370958101055501,189,33,c(-101.103341, 37.162395),"1984","143-72",-101.103341,37.162395,321.0385132,"263-328"
"26","Barber",-4.15,"GERLANE",1984-03-05,371414098334701,7,32,c(-98.565286, 37.238808),"1984","71-0",-98.565286,37.238808,NA,NA
"27","Barber",-3.98,"GERLANE",1984-06-06,371414098334701,7,32,c(-98.565286, 37.238808),"1984","71-0",-98.565286,37.238808,NA,NA
"28","Morton",-78.69,"Rolla NE",1984-01-05,371103101334301,129,33,c(-101.563638, 37.184785),"1984","143-72",-101.563638,37.184785,273.7145386,"263-328"
"29","Stevens",-217.57,NA,1984-01-06,371746101203601,189,32,c(-101.344782, 37.296243),"1984","287-216",-101.344782,37.296243,286.6643372,"263-328"
"30","Stanton",-174.85,NA,1984-01-05,372345101320801,187,30,c(-101.536087, 37.396583),"1984","215-144",-101.536087,37.396583,113.9638977,"66-131"
"31","Morton",-191.29,"Shore Airport SE",1984-01-05,372043101363101,129,31,c(-101.610442, 37.344952),"1984","215-144",-101.610442,37.344952,34.85247421,"0-65"
"32","Meade",-98.22,NA,1984-01-11,371931100115502,119,31,c(-100.199692, 37.328903),"1984","143-72",-100.199692,37.328903,107.1641388,"66-131"
"33","Stevens",-282.84,"Moscow SE",1984-01-06,372128101065001,189,31,c(-101.113242, 37.358374),"1984","287-216",-101.113242,37.358374,128.8565826,"66-131"
"34","Grant",-58.65,NA,1984-01-11,372444101125601,67,30,c(-101.215409, 37.412301),"1984","71-0",-101.215409,37.412301,159.5099487,"132-197"
"35","Meade",-31.06,NA,1984-01-11,372316100125001,119,30,c(-100.215142, 37.391809),"1984","71-0",-100.215142,37.391809,183.5232239,"132-197"
"36","Grant",-208.18,NA,1984-01-12,372515101235101,67,30,c(-101.397232, 37.421715),"1984","215-144",-101.397232,37.421715,147.7418823,"132-197"
"37","Grant",-207.41,NA,1984-04-18,372515101235101,67,30,c(-101.397232, 37.421715),"1984","215-144",-101.397232,37.421715,147.7418823,"132-197"
"38","Grant",-208.61,NA,1984-07-09,372515101235101,67,30,c(-101.397232, 37.421715),"1984","215-144",-101.397232,37.421715,147.7418823,"132-197"
