"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Morton",-236.16,"ROLLA SE",2006-01-08,370136101360401,129,35,c(-101.600938, 37.025356),"2006","287-216",-101.600938,37.025356,248.9849548,"198-262"
"2","Seward",-149.35,"Liberal",2006-01-08,370023100550801,175,35,c(-100.917644, 37.005856),"2006","215-144",-100.917644,37.005856,479.9810486,"459-525"
"3","Morton",-107.86,"ELKHART NORTH",2006-01-07,370217101593801,129,35,c(-101.994048, 37.035692),"2006","143-72",-101.994048,37.035692,66.13626862,"66-131"
"4","Cherokee",-109.45,"BAXTER SPRINGS",2006-02-28,370659094403601,21,34,c(-94.674931, 37.117084),"2006","143-72",-94.674931,37.117084,NA,NA
"5","Cherokee",-113.6,"BAXTER SPRINGS",2006-09-21,370659094403601,21,34,c(-94.674931, 37.117084),"2006","143-72",-94.674931,37.117084,NA,NA
"6","Cherokee",-115.7,"BAXTER SPRINGS",2006-12-13,370659094403601,21,34,c(-94.674931, 37.117084),"2006","143-72",-94.674931,37.117084,NA,NA
"7","Meade",-244.4,"Kismet NE",2006-01-08,371116100353601,119,33,c(-100.594315, 37.18826),"2006","287-216",-100.594315,37.18826,266.4899292,"263-328"
"8","Pratt",-35.06,"Sun City NE",2006-01-12,372902098473802,151,29,c(-98.793447, 37.48398),"2006","71-0",-98.793447,37.48398,119.3940887,"66-131"
"9","Pratt",-35.23,"Sun City NE",2006-04-19,372902098473802,151,29,c(-98.793447, 37.48398),"2006","71-0",-98.793447,37.48398,119.3940887,"66-131"
"10","Pratt",-35.59,"Sun City NE",2006-07-11,372902098473802,151,29,c(-98.793447, 37.48398),"2006","71-0",-98.793447,37.48398,119.3940887,"66-131"
"11","Pratt",-35.88,"Sun City NE",2006-10-11,372902098473802,151,29,c(-98.793447, 37.48398),"2006","71-0",-98.793447,37.48398,119.3940887,"66-131"
